brand,description,link,price,discount
Flycraft,Medium 25 L Laptop Backpack simna.1540/1 casual unisex ...,/flycraft-simna-1540-1-casual-unisex-spacy-travel-office-massenger-school-backpack-25-l/p/itm25c1ac81d4d1b?pid=BKPFVFG4Z6V8FEXD&lid=LSTBKPFVFG4Z6V8FEXDSKKS7Q&marketplace=FLIPKART&q=bags&store=search.flipkart.com&srno=s_5_177&otracker=search&fm=organic&iid=4bfd6526-cd73-428d-8286-c94bdf4c577d.BKPFVFG4Z6V8FEXD.SEARCH&ppt=None&ppn=None&ssid=x0ecsq9pz40000001672751009240&qH=404e218d27fee49e,₹549,54% off
World Speed,Small 10 L Backpack Tuition Bags Backpack,/world-speed-tuition-bags-backpack-10-l/p/itm3ed7e1cb0d38f?pid=BKPFJWJD5HRW3XVG&lid=LSTBKPFJWJD5HRW3XVGJIJ6AN&marketplace=FLIPKART&q=bags&store=search.flipkart.com&srno=s_5_178&otracker=search&fm=organic&iid=4bfd6526-cd73-428d-8286-c94bdf4c577d.BKPFJWJD5HRW3XVG.SEARCH&ppt=None&ppn=None&ssid=x0ecsq9pz40000001672751009240&qH=404e218d27fee49e,₹299,82% off
PROVOGUE,Large 41 L Laptop Backpack Spacy Unisex Bag with rain c...,/provogue-spacy-unisex-bag-rain-cover-office-school-college-business-40-9l-b-41-l-backpack/p/itmbdd539b2d0ce3?pid=BKPGF8VHGQAMFXZA&lid=LSTBKPGF8VHGQAMFXZAGQJ6X4&marketplace=FLIPKART&q=bags&store=search.flipkart.com&srno=s_5_179&otracker=search&fm=organic&iid=4bfd6526-cd73-428d-8286-c94bdf4c577d.BKPGF8VHGQAMFXZA.SEARCH&ppt=None&ppn=None&ssid=x0ecsq9pz40000001672751009240&qH=404e218d27fee49e,₹818,81% off
PROVOGUE,41.5 L Laptop Backpack Spacy Freeride unisex bag with r...,/provogue-spacy-freeride-unisex-bag-rain-cover-office-school-college-businessg-41-5l-41-5-l-backpack/p/itm63333a7df76ae?pid=BKPGG8HM2P4VMDKA&lid=LSTBKPGG8HM2P4VMDKAWFOD1H&marketplace=FLIPKART&q=bags&store=search.flipkart.com&srno=s_5_180&otracker=search&fm=organic&iid=en_sPvjMi2%2BVpcbD7P8LZgO3n4tjnQF8k1AKyPSQR0%2FlqbbpZFytRVNsjxpcJZ2FKY%2FqVcglF%2FYdwP%2Brk5Vr2umJQ%3D%3D&ppt=None&ppn=None&ssid=x0ecsq9pz40000001672751009240&qH=404e218d27fee49e,₹786,73% off
F GEAR,Medium 27 L Backpack Axe,/f-gear-axe-27-l-backpack/p/itmf3umcbduxjhny?pid=BKPDYVZ2MN4VN7AY&lid=LSTBKPDYVZ2MN4VN7AY7LIA8I&marketplace=FLIPKART&q=bags&store=search.flipkart.com&srno=s_5_181&otracker=search&fm=organic&iid=4bfd6526-cd73-428d-8286-c94bdf4c577d.BKPDYVZ2MN4VN7AY.SEARCH&ppt=None&ppn=None&ssid=x0ecsq9pz40000001672751009240&qH=404e218d27fee49e,₹809,56% off
SKYBAGS,Medium 28 L Backpack BFF,/skybags-bff-28-l-backpack/p/itme5cf74e7c0ba1?pid=BKPFZQ7ZEWVST9GZ&lid=LSTBKPFZQ7ZEWVST9GZNLMCHN&marketplace=FLIPKART&q=bags&store=search.flipkart.com&srno=s_5_182&otracker=search&fm=organic&iid=4bfd6526-cd73-428d-8286-c94bdf4c577d.BKPFZQ7ZEWVST9GZ.SEARCH&ppt=None&ppn=None&ssid=x0ecsq9pz40000001672751009240&qH=404e218d27fee49e,₹829,51% off
ZIPLINE,Large 36 L Backpack Big Storage bags men :: Casual coll...,/zipline-big-storage-bags-men-casual-college-boys-girls-school-office-36-l-backpack/p/itmc35b709b96780?pid=BKPFK9C7K6YKPYFX&lid=LSTBKPFK9C7K6YKPYFXAVOEOD&marketplace=FLIPKART&q=bags&store=search.flipkart.com&srno=s_5_183&otracker=search&fm=organic&iid=4bfd6526-cd73-428d-8286-c94bdf4c577d.BKPFK9C7K6YKPYFX.SEARCH&ppt=None&ppn=None&ssid=x0ecsq9pz40000001672751009240&qH=404e218d27fee49e,₹845,55% off
Flyscape,Medium 29 L Laptop Backpack unisex laptop backpack casu...,/flyscape-unisex-laptop-backpack-casual-bag-29-l/p/itmd216f1d1c0993?pid=BKPGHFM6HC8BQMSH&lid=LSTBKPGHFM6HC8BQMSHIJ429J&marketplace=FLIPKART&q=bags&store=search.flipkart.com&srno=s_5_184&otracker=search&fm=organic&iid=en_sPvjMi2%2BVpcbD7P8LZgO3n4tjnQF8k1AKyPSQR0%2FlqaNPs5SenH6VMCoIPmdrOVAgkpDum7xynHDv5kY32qyQw%3D%3D&ppt=None&ppn=None&ssid=x0ecsq9pz40000001672751009240&qH=404e218d27fee49e,₹469,79% off
PUMA,Medium 22 L Backpack Pioneer II,/puma-pioneer-ii-22-l-backpack/p/itm66288e4e01516?pid=BKPEHGD93P6S78KN&lid=LSTBKPEHGD93P6S78KNQRAKNZ&marketplace=FLIPKART&q=bags&store=search.flipkart.com&srno=s_5_185&otracker=search&fm=organic&iid=4bfd6526-cd73-428d-8286-c94bdf4c577d.BKPEHGD93P6S78KN.SEARCH&ppt=None&ppn=None&ssid=x0ecsq9pz40000001672751009240&qH=404e218d27fee49e,₹799,33% off
PROUVOUG,Medium 30 L Laptop Backpack Unit of SEEBA Unisex Spacy ...,/prouvoug-unit-seeba-unisex-spacy-laptop-bag-school-office-multipurpose-backpack-30-l/p/itm3d6b6dc8daf93?pid=BKPGJKDU4GZ4QVEQ&lid=LSTBKPGJKDU4GZ4QVEQFEX2FP&marketplace=FLIPKART&q=bags&store=search.flipkart.com&srno=s_5_186&otracker=search&fm=organic&iid=4bfd6526-cd73-428d-8286-c94bdf4c577d.BKPGJKDU4GZ4QVEQ.SEARCH&ppt=None&ppn=None&ssid=x0ecsq9pz40000001672751009240&qH=404e218d27fee49e,₹471,81% off
SKYBAGS,Medium 30 L Backpack New Neon 15,/skybags-new-neon-15-30-l-backpack/p/itmfgw7a6ktrb6mg?pid=BKPFGW2BPNUES3NA&lid=LSTBKPFGW2BPNUES3NATSRB2N&marketplace=FLIPKART&q=bags&store=search.flipkart.com&srno=s_5_187&otracker=search&fm=organic&iid=4bfd6526-cd73-428d-8286-c94bdf4c577d.BKPFGW2BPNUES3NA.SEARCH&ppt=None&ppn=None&ssid=x0ecsq9pz40000001672751009240&qH=404e218d27fee49e,"₹1,470",26% off
NHQ FASHION,58 L Laptop Backpack 58 L Casual Waterproof Laptop Bag ...,/nhq-fashion-58-l-casual-waterproof-laptop-bag-men-women-boys-girls-office-college-backpack/p/itmb053fd804d3f6?pid=BKPGHNEZ4Z4DTQN6&lid=LSTBKPGHNEZ4Z4DTQN6U2ZX54&marketplace=FLIPKART&q=bags&store=search.flipkart.com&srno=s_5_188&otracker=search&fm=organic&iid=en_sPvjMi2%2BVpcbD7P8LZgO3n4tjnQF8k1AKyPSQR0%2FlqabXwmGWPpvYrUVpxomLRTl7tbj7BimGlOO9U8vslN%2BYw%3D%3D&ppt=None&ppn=None&ssid=x0ecsq9pz40000001672751009240&qH=404e218d27fee49e,₹657,73% off
H-Hemes,Small 12 L Backpack Small Bag for Daily Use 1 Compartme...,/h-hemes-small-bag-daily-use-1-compartment-mini-backpack-12-l/p/itm3d7dd9a41a829?pid=BKPGHYRZECZPHHB8&lid=LSTBKPGHYRZECZPHHB8LCCU4U&marketplace=FLIPKART&q=bags&store=search.flipkart.com&srno=s_5_189&otracker=search&fm=organic&iid=4bfd6526-cd73-428d-8286-c94bdf4c577d.BKPGHYRZECZPHHB8.SEARCH&ppt=None&ppn=None&ssid=x0ecsq9pz40000001672751009240&qH=404e218d27fee49e,₹259,25% off
ZONAL,Large 40 L Laptop Backpack TRAVEL BAG WITH HIP STRAP AN...,/zonal-travel-bag-hip-strap-travelling-rucksack-40-l-black-backpack/p/itmec88f75238708?pid=BKPGGFZMVR7CNCBQ&lid=LSTBKPGGFZMVR7CNCBQ0LYWUP&marketplace=FLIPKART&q=bags&store=search.flipkart.com&srno=s_5_190&otracker=search&fm=organic&iid=4bfd6526-cd73-428d-8286-c94bdf4c577d.BKPGGFZMVR7CNCBQ.SEARCH&ppt=None&ppn=None&ssid=x0ecsq9pz40000001672751009240&qH=404e218d27fee49e,₹539,73% off
Eligible,Large 40 L Laptop Backpack Casual 40L Laptop Shoulder S...,/eligible-casual-40l-laptop-shoulder-school-office-backpack-water-resistant-unisex-40-l/p/itmc9f39aa4b77e6?pid=BKPGFXHGYSUGWB9W&lid=LSTBKPGFXHGYSUGWB9WWHUQ9R&marketplace=FLIPKART&q=bags&store=search.flipkart.com&srno=s_5_191&otracker=search&fm=organic&iid=4bfd6526-cd73-428d-8286-c94bdf4c577d.BKPGFXHGYSUGWB9W.SEARCH&ppt=None&ppn=None&ssid=x0ecsq9pz40000001672751009240&qH=404e218d27fee49e,₹779,58% off
Keywin,Large 75 L Laptop Backpack Travel Bag Trekking Gag Moun...,/keywin-travel-bag-trekking-gag-mountaineering-75-l-backpack/p/itmf21c9d8e96067?pid=BKPGEYYHZFHH6Y4E&lid=LSTBKPGEYYHZFHH6Y4EBYU36L&marketplace=FLIPKART&q=bags&store=search.flipkart.com&srno=s_5_192&otracker=search&fm=organic&iid=en_sPvjMi2%2BVpcbD7P8LZgO3n4tjnQF8k1AKyPSQR0%2FlqaeF%2B5efZ3gGkbyqHlAHzkTWjepDO9%2BYVtria4A%2B0S3WQ%3D%3D&ppt=None&ppn=None&ssid=x0ecsq9pz40000001672751009240&qH=404e218d27fee49e,₹998,50% off
SKYBAGS,Large 34 L Backpack Astro Plus 07 Unisex Graphic School...,/skybags-astro-plus-07-unisex-graphic-school-backpack-34-l/p/itm215749dea6585?pid=BKPGBQENZMWHPYGG&lid=LSTBKPGBQENZMWHPYGGHYJ53I&marketplace=FLIPKART&q=bags&store=search.flipkart.com&srno=s_5_193&otracker=search&fm=organic&iid=4bfd6526-cd73-428d-8286-c94bdf4c577d.BKPGBQENZMWHPYGG.SEARCH&ppt=None&ppn=None&ssid=x0ecsq9pz40000001672751009240&qH=404e218d27fee49e,"₹1,481",27% off
PROVOGUE,35.5 L Laptop Backpack Unisex bag with rain cover Lapto...,/provogue-unisex-bag-rain-cover-laptop-office-school-college-business-35-5l-b-35-5-l-backpack/p/itmb8f5f8a2cb1f0?pid=BKPGF8YHCTZFJYAE&lid=LSTBKPGF8YHCTZFJYAEFV2VBX&marketplace=FLIPKART&q=bags&store=search.flipkart.com&srno=s_5_194&otracker=search&fm=organic&iid=4bfd6526-cd73-428d-8286-c94bdf4c577d.BKPGF8YHCTZFJYAE.SEARCH&ppt=None&ppn=None&ssid=x0ecsq9pz40000001672751009240&qH=404e218d27fee49e,₹786,77% off
Safwan,Medium 25 L Backpack Lightweight,/safwan-lightweight-25-l-backpack/p/itmd936b7d6b0934?pid=BKPGBUY7G6DNPTAS&lid=LSTBKPGBUY7G6DNPTAS8TOAEY&marketplace=FLIPKART&q=bags&store=search.flipkart.com&srno=s_5_195&otracker=search&fm=organic&iid=4bfd6526-cd73-428d-8286-c94bdf4c577d.BKPGBUY7G6DNPTAS.SEARCH&ppt=None&ppn=None&ssid=x0ecsq9pz40000001672751009240&qH=404e218d27fee49e,₹499,58% off
perfactstar,Large 75 L Backpack PERFECT STAR TREKKING BACKPACK BAG ...,/perfactstar-perfect-star-trekking-backpack-bag-75l-75-l/p/itm5929435d2f8e0?pid=BKPGBBPZ6HRXNUP7&lid=LSTBKPGBBPZ6HRXNUP7XXNQEY&marketplace=FLIPKART&q=bags&store=search.flipkart.com&srno=s_5_196&otracker=search&fm=organic&iid=en_sPvjMi2%2BVpcbD7P8LZgO3n4tjnQF8k1AKyPSQR0%2FlqYTbEPxSuTp90MyCRVk4fCtVXF6X3NjZ0e4qQDKZcBDxA%3D%3D&ppt=None&ppn=None&ssid=x0ecsq9pz40000001672751009240&qH=404e218d27fee49e,₹669,77% off
PETER ENGLAND,Large 34 L Backpack Men Polyester Backpack,/peter-england-men-polyester-backpack-34-l/p/itmf80bd303daf2c?pid=BKPGF5YHNQEZEJGT&lid=LSTBKPGF5YHNQEZEJGTLMF76R&marketplace=FLIPKART&q=bags&store=search.flipkart.com&srno=s_5_197&otracker=search&fm=organic&iid=4bfd6526-cd73-428d-8286-c94bdf4c577d.BKPGF5YHNQEZEJGT.SEARCH&ppt=None&ppn=None&ssid=x0ecsq9pz40000001672751009240&qH=404e218d27fee49e,₹639,57% off
deltin,Large 33 L Backpack Backpack For Men & Women Laptop Bag...,/deltin-backpack-men-women-laptop-bags-school-bag-33-l/p/itm8d1851e60576e?pid=BKPGHR57NHXHBGGH&lid=LSTBKPGHR57NHXHBGGHGK9ZCX&marketplace=FLIPKART&q=bags&store=search.flipkart.com&srno=s_5_198&otracker=search&fm=organic&iid=4bfd6526-cd73-428d-8286-c94bdf4c577d.BKPGHR57NHXHBGGH.SEARCH&ppt=None&ppn=None&ssid=x0ecsq9pz40000001672751009240&qH=404e218d27fee49e,₹449,79% off
WROGN,Large 35 L Laptop Backpack Spacy Freeride Unisex Bag wi...,/wrogn-spacy-freeride-unisex-bag-rain-cover-office-school-college-businessa-35l-35-l-backpack/p/itm4e4ad9100cb56?pid=BKPGG8TFSWHSF5RX&lid=LSTBKPGG8TFSWHSF5RXSODMLS&marketplace=FLIPKART&q=bags&store=search.flipkart.com&srno=s_5_199&otracker=search&fm=organic&iid=4bfd6526-cd73-428d-8286-c94bdf4c577d.BKPGG8TFSWHSF5RX.SEARCH&ppt=None&ppn=None&ssid=x0ecsq9pz40000001672751009240&qH=404e218d27fee49e,"₹1,099",78% off
SKY SIXT4,Large 50 L Laptop Backpack 50 Ltr Backpack/Rucksack for...,/sky-sixt4-50-ltr-backpack-rucksack-mountain-trakking-bag-l-backpack/p/itm2792e38f18e91?pid=BKPGFN92ZEFZCH72&lid=LSTBKPGFN92ZEFZCH723FFT8Q&marketplace=FLIPKART&q=bags&store=search.flipkart.com&srno=s_5_200&otracker=search&fm=organic&iid=en_sPvjMi2%2BVpcbD7P8LZgO3n4tjnQF8k1AKyPSQR0%2FlqZW4ClmiYFTP7H16tleUh3SD0WWrTWCM0HcggkCK6v93g%3D%3D&ppt=None&ppn=None&ssid=x0ecsq9pz40000001672751009240&qH=404e218d27fee49e,₹664,73% off
HP,Small 20 L Backpack Protective Essential Backpack,/hp-protective-essential-backpack-20-l/p/itmb45bc3668daf2?pid=BKPGJYCGWMVF3YV7&lid=LSTBKPGJYCGWMVF3YV7EWHGHI&marketplace=FLIPKART&q=bags&store=search.flipkart.com&srno=s_6_201&otracker=search&fm=organic&iid=2b98f5e1-6bea-49fe-9efe-26618d87d975.BKPGJYCGWMVF3YV7.SEARCH&ppt=None&ppn=None&ssid=w5482spkjk0000001672751010333&qH=404e218d27fee49e,₹599,60% off
Modern Style,"Large 90 L Backpack Unisex Black,red Printed 90 Litres ...",/modern-style-unisex-black-red-printed-90-litres-rucksack-backpack-trekking-hiking-expanded-extra-storage-l/p/itm13625b13ac83c?pid=BKPG4FVJSPKMG2YY&lid=LSTBKPG4FVJSPKMG2YYWAVBCS&marketplace=FLIPKART&q=bags&store=search.flipkart.com&srno=s_6_202&otracker=search&fm=organic&iid=2b98f5e1-6bea-49fe-9efe-26618d87d975.BKPG4FVJSPKMG2YY.SEARCH&ppt=None&ppn=None&ssid=w5482spkjk0000001672751010333&qH=404e218d27fee49e,₹584,78% off
Wildcraft,Small 17 L Backpack Zeal,/wildcraft-zeal-17-l-backpack/p/itmf7av5ajy2u58s?pid=BKPF7AV5WD7BFKWF&lid=LSTBKPF7AV5WD7BFKWFIDAKJS&marketplace=FLIPKART&q=bags&store=search.flipkart.com&srno=s_6_203&otracker=search&fm=organic&iid=2b98f5e1-6bea-49fe-9efe-26618d87d975.BKPF7AV5WD7BFKWF.SEARCH&ppt=None&ppn=None&ssid=w5482spkjk0000001672751010333&qH=404e218d27fee49e,₹809,55% off
WROGN,55 L Laptop Backpack Laptop backpack spacy unisex backp...,/wrogn-laptop-backpack-spacy-unisex-fits-upto-16-inches-college-bag-school-bag-55-l/p/itm0171fa2feb0c4?pid=BKPGHCJCDMQPSCU9&lid=LSTBKPGHCJCDMQPSCU9OOXRJP&marketplace=FLIPKART&q=bags&store=search.flipkart.com&srno=s_6_204&otracker=search&fm=organic&iid=en_tgEdi8rBeoB83JB5zRl82DqhXxClO3mD7IyUTm67RbSpfKqJSJUFo2RsIL68MXsfAgxHz1xohMmwEV1wQczUYA%3D%3D&ppt=None&ppn=None&ssid=w5482spkjk0000001672751010333&qH=404e218d27fee49e,₹779,80% off
sky spirit,Large 35 L Laptop Backpack Large 35L Backpack for Colle...,/sky-spirit-large-35l-backpack-college-office-school-etc-lunch-bag-combo-pack-2-35-l/p/itmab8c8b63db74d?pid=BKPGEWPREQGZ5ECZ&lid=LSTBKPGEWPREQGZ5ECZ30AI2Z&marketplace=FLIPKART&q=bags&store=search.flipkart.com&srno=s_6_205&otracker=search&fm=organic&iid=2b98f5e1-6bea-49fe-9efe-26618d87d975.BKPGEWPREQGZ5ECZ.SEARCH&ppt=None&ppn=None&ssid=w5482spkjk0000001672751010333&qH=404e218d27fee49e,₹674,76% off
Lunar,Large 36 L Backpack Volt- 3 Compartment Casual Travel B...,/lunar-volt-3-compartment-casual-travel-bagpack-college-school-bag-36-l-backpack/p/itm91b155c6d63fb?pid=BKPFTMUZKMGE4CU9&lid=LSTBKPFTMUZKMGE4CU9J0WY62&marketplace=FLIPKART&q=bags&store=search.flipkart.com&srno=s_6_206&otracker=search&fm=organic&iid=2b98f5e1-6bea-49fe-9efe-26618d87d975.BKPFTMUZKMGE4CU9.SEARCH&ppt=None&ppn=None&ssid=w5482spkjk0000001672751010333&qH=404e218d27fee49e,₹699,58% off
TRAVEL POINT,Medium 25 L Laptop Backpack for Office/College/School/T...,/travel-point-office-college-school-travel-25-l-backpack/p/itm0adad6f757850?pid=BKPGFHQARQQSYYVY&lid=LSTBKPGFHQARQQSYYVYLYETDC&marketplace=FLIPKART&q=bags&store=search.flipkart.com&srno=s_6_207&otracker=search&fm=organic&iid=2b98f5e1-6bea-49fe-9efe-26618d87d975.BKPGFHQARQQSYYVY.SEARCH&ppt=None&ppn=None&ssid=w5482spkjk0000001672751010333&qH=404e218d27fee49e,₹623,79% off
SK Fancy Luggage,Large 65 L Laptop Backpack TREKKING RUCKSACK HIKING TRA...,/sk-fancy-luggage-trekking-rucksack-hiking-travel-bag-pack-waterproof-outdoor-65-l-backpack/p/itmb89caa418a6f1?pid=BKPGKT5GJHF8FXZP&lid=LSTBKPGKT5GJHF8FXZP5XVGG9&marketplace=FLIPKART&q=bags&store=search.flipkart.com&srno=s_6_208&otracker=search&fm=organic&iid=en_tgEdi8rBeoB83JB5zRl82DqhXxClO3mD7IyUTm67RbRfCO71zFN55abHlkt8QDZXLxIzF3q40HeS6qYJIriHrA%3D%3D&ppt=None&ppn=None&ssid=w5482spkjk0000001672751010333&qH=404e218d27fee49e,₹699,72% off
Wildcraft,Medium 30 L Backpack WC 3 Extreme,/wildcraft-wc-3-extreme-30-l-backpack/p/itmfdfpg8azm3qrz?pid=BKPFDFPGX6ZNQTK2&lid=LSTBKPFDFPGX6ZNQTK2RJLE8Z&marketplace=FLIPKART&q=bags&store=search.flipkart.com&srno=s_6_209&otracker=search&fm=organic&iid=2b98f5e1-6bea-49fe-9efe-26618d87d975.BKPFDFPGX6ZNQTK2.SEARCH&ppt=None&ppn=None&ssid=w5482spkjk0000001672751010333&qH=404e218d27fee49e,"₹1,444",15% off
AMERICAN TOURISTER,Medium 28 L Backpack BOUNCE CASUAL BACKPACK 03 - GREY,/american-tourister-bounce-casual-backpack-03-grey-28-l/p/itmfgk46ee4evmah?pid=BKPFGK45TEGNFCBQ&lid=LSTBKPFGK45TEGNFCBQPS5VJN&marketplace=FLIPKART&q=bags&store=search.flipkart.com&srno=s_6_210&otracker=search&fm=organic&iid=2b98f5e1-6bea-49fe-9efe-26618d87d975.BKPFGK45TEGNFCBQ.SEARCH&ppt=None&ppn=None&ssid=w5482spkjk0000001672751010333&qH=404e218d27fee49e,"₹1,299",40% off
WESTZONE,Small 20 L Backpack 20L backpack for school college off...,/westzone-20l-backpack-school-college-office-tuition-lunch-20-l/p/itm825473f05eb51?pid=BKPFTYY8QMY3GZYT&lid=LSTBKPFTYY8QMY3GZYTU2B0JW&marketplace=FLIPKART&q=bags&store=search.flipkart.com&srno=s_6_211&otracker=search&fm=organic&iid=2b98f5e1-6bea-49fe-9efe-26618d87d975.BKPFTYY8QMY3GZYT.SEARCH&ppt=None&ppn=None&ssid=w5482spkjk0000001672751010333&qH=404e218d27fee49e,₹326,78% off
Aaronic,Large 35 L Laptop Backpack 009 LARGE SPACY UNISEX,/aaronic-009-large-spacy-unisex-35-l-backpack/p/itmc28e20022f545?pid=BKPGH7VXKHWAPMR2&lid=LSTBKPGH7VXKHWAPMR27R5INA&marketplace=FLIPKART&q=bags&store=search.flipkart.com&srno=s_6_212&otracker=search&fm=organic&iid=en_tgEdi8rBeoB83JB5zRl82DqhXxClO3mD7IyUTm67RbR3TjYJnzbv4LYMpVzYtPimgURipKCJJQslOuuJLfnG6w%3D%3D&ppt=None&ppn=None&ssid=w5482spkjk0000001672751010333&qH=404e218d27fee49e,₹474,63% off
WomenBuzz,Large 40 L Laptop Backpack Large 40L Laptop Backpack Sp...,/womenbuzz-large-40l-laptop-backpack-spacy-unisex-rain-cover-reflective-strip-40-l/p/itm4b2557c7352c7?pid=BKPGG7RZGWUK9BPY&lid=LSTBKPGG7RZGWUK9BPYG18WZP&marketplace=FLIPKART&q=bags&store=search.flipkart.com&srno=s_6_213&otracker=search&fm=organic&iid=2b98f5e1-6bea-49fe-9efe-26618d87d975.BKPGG7RZGWUK9BPY.SEARCH&ppt=None&ppn=None&ssid=w5482spkjk0000001672751010333&qH=404e218d27fee49e,₹685,72% off
WROGN,Large 45 L Laptop Backpack Unisex Bag with rain cover O...,/wrogn-unisex-bag-rain-cover-office-school-college-businessc-45l-45-l-backpack/p/itm9f87d49e69521?pid=BKPGHQYYYZJWCH8F&lid=LSTBKPGHQYYYZJWCH8FJY6IMO&marketplace=FLIPKART&q=bags&store=search.flipkart.com&srno=s_6_214&otracker=search&fm=organic&iid=2b98f5e1-6bea-49fe-9efe-26618d87d975.BKPGHQYYYZJWCH8F.SEARCH&ppt=None&ppn=None&ssid=w5482spkjk0000001672751010333&qH=404e218d27fee49e,₹786,84% off
Gear,Small 18 L Backpack Eco Backpack 4 Orange Black,/gear-eco-backpack-4-orange-black-18-l/p/itmf3umbfsvstzhu?pid=BKPEHZYG27BQAHMV&lid=LSTBKPEHZYG27BQAHMVNKPFUE&marketplace=FLIPKART&q=bags&store=search.flipkart.com&srno=s_6_215&otracker=search&fm=organic&iid=2b98f5e1-6bea-49fe-9efe-26618d87d975.BKPEHZYG27BQAHMV.SEARCH&ppt=None&ppn=None&ssid=w5482spkjk0000001672751010333&qH=404e218d27fee49e,₹449,59% off
PROVOGUE,41.5 L Laptop Backpack Spacy Freeride unisex bag with r...,/provogue-spacy-freeride-unisex-bag-rain-cover-office-school-college-businessg-41-5l-41-5-l-backpack/p/itm63333a7df76ae?pid=BKPGG8HM2P4VMDKA&lid=LSTBKPGG8HM2P4VMDKAWFOD1H&marketplace=FLIPKART&q=bags&store=search.flipkart.com&srno=s_6_216&otracker=search&fm=organic&iid=en_tgEdi8rBeoB83JB5zRl82DqhXxClO3mD7IyUTm67RbTL%2FYLLFb%2FtVxWltWeUM2%2FQqVcglF%2FYdwP%2Brk5Vr2umJQ%3D%3D&ppt=None&ppn=None&ssid=w5482spkjk0000001672751010333&qH=404e218d27fee49e,₹786,73% off
PROVOGUE,Small 12 L Backpack DAYPACK Drawstring Backpack Bag Dor...,/provogue-daypack-drawstring-backpack-bag-dori-unisex-camouflage-gym-hiking-bags-12-l/p/itmbb2c548febbd4?pid=BKPGEBQH4E39VHUZ&lid=LSTBKPGEBQH4E39VHUZK9OXW9&marketplace=FLIPKART&q=bags&store=search.flipkart.com&srno=s_6_217&otracker=search&fm=organic&iid=2b98f5e1-6bea-49fe-9efe-26618d87d975.BKPGEBQH4E39VHUZ.SEARCH&ppt=None&ppn=None&ssid=w5482spkjk0000001672751010333&qH=404e218d27fee49e,₹224,67% off
A G Enterprises,150 L Backpack Multipurpose Large Big Heavy Duty Storag...,/g-enterprises-multipurpose-large-big-heavy-duty-storage-organizer-black-150-l-backpack/p/itm04c6f0f2de984?pid=BKPGCVG9AGDAWYYQ&lid=LSTBKPGCVG9AGDAWYYQJKIAH7&marketplace=FLIPKART&q=bags&store=search.flipkart.com&srno=s_6_218&otracker=search&fm=organic&iid=2b98f5e1-6bea-49fe-9efe-26618d87d975.BKPGCVG9AGDAWYYQ.SEARCH&ppt=None&ppn=None&ssid=w5482spkjk0000001672751010333&qH=404e218d27fee49e,₹269,55% off
selvee,Large 35 L Laptop Backpack Casual/School/College Laptop...,/selvee-casual-school-college-laptop-backpack-bag-35-l/p/itm4088f8b4bfb4b?pid=BKPGJWQN5EEUZECN&lid=LSTBKPGJWQN5EEUZECN78NP76&marketplace=FLIPKART&q=bags&store=search.flipkart.com&srno=s_6_219&otracker=search&fm=organic&iid=2b98f5e1-6bea-49fe-9efe-26618d87d975.BKPGJWQN5EEUZECN.SEARCH&ppt=None&ppn=None&ssid=w5482spkjk0000001672751010333&qH=404e218d27fee49e,₹299,78% off
ProArch,Large 39 L Laptop Backpack Spacy Hybrid Anti-Theft Lapt...,/proarch-spacy-hybrid-anti-theft-laptop-bag-office-backpack-college-usb-charging-39-l/p/itm090d4da2be947?pid=BKPGKCG4PEBVKYHU&lid=LSTBKPGKCG4PEBVKYHUAOBTGC&marketplace=FLIPKART&q=bags&store=search.flipkart.com&srno=s_6_220&otracker=search&fm=organic&iid=en_tgEdi8rBeoB83JB5zRl82DqhXxClO3mD7IyUTm67RbSFeYUTOv2zpxbcAyrZXqTh8nM7IGE7lghecbbFdgcG%2Bg%3D%3D&ppt=None&ppn=None&ssid=w5482spkjk0000001672751010333&qH=404e218d27fee49e,₹796,72% off
PLUQ,Medium 30 L Laptop Backpack 2005 CASUAL NAVY,/pluq-2005-casual-navy-30-l-backpack/p/itma6dc2b90b7191?pid=BKPGKWN2UZT7MN5F&lid=LSTBKPGKWN2UZT7MN5FPZVCDR&marketplace=FLIPKART&q=bags&store=search.flipkart.com&srno=s_6_221&otracker=search&fm=organic&iid=2b98f5e1-6bea-49fe-9efe-26618d87d975.BKPGKWN2UZT7MN5F.SEARCH&ppt=None&ppn=None&ssid=w5482spkjk0000001672751010333&qH=404e218d27fee49e,₹389,74% off
NS NEW STYLE,Large 35 L Laptop Backpack NS 003,/ns-new-style-003-35-l-backpack/p/itm47c4fca1e5dba?pid=BKPGJZNMYHHKFRGK&lid=LSTBKPGJZNMYHHKFRGKA7SIAU&marketplace=FLIPKART&q=bags&store=search.flipkart.com&srno=s_6_222&otracker=search&fm=organic&iid=2b98f5e1-6bea-49fe-9efe-26618d87d975.BKPGJZNMYHHKFRGK.SEARCH&ppt=None&ppn=None&ssid=w5482spkjk0000001672751010333&qH=404e218d27fee49e,₹764,61% off
PAZZO,Medium 28 L Backpack Polo,/pazzo-polo-28-l-backpack/p/itmf3um3vfkcvhaz?pid=BKPEZDYYWSY8GSRE&lid=LSTBKPEZDYYWSY8GSREEUXQLR&marketplace=FLIPKART&q=bags&store=search.flipkart.com&srno=s_6_223&otracker=search&fm=organic&iid=2b98f5e1-6bea-49fe-9efe-26618d87d975.BKPEZDYYWSY8GSRE.SEARCH&ppt=None&ppn=None&ssid=w5482spkjk0000001672751010333&qH=404e218d27fee49e,₹849,43% off
