brand,description,link,price,discount
ILMABA,21.65 L Backpack Backpack Premium Quality School/Casual...,/ilmaba-backpack-premium-quality-school-casual-21-65-l/p/itmdd9cd7dcab7f4?pid=BKPGHD27ETGVEHQG&lid=LSTBKPGHD27ETGVEHQGCCYALA&marketplace=FLIPKART&q=bags&store=search.flipkart.com&srno=s_15_599&otracker=search&fm=organic&iid=550abd79-e7fe-4663-8a8e-2da946b0590f.BKPGHD27ETGVEHQG.SEARCH&ppt=None&ppn=None&ssid=8z6rkvlx000000001672751019790&qH=404e218d27fee49e,₹399,60% off
ABYS,Brown Men Shoulder Bag - Medium,/abys-brown-shoulder-bag-1151abib3/p/itm4a8f26a004a38?pid=SLBGKGPNVNCCGMAG&lid=LSTSLBGKGPNVNCCGMAGTEBWBC&marketplace=FLIPKART&q=bags&store=search.flipkart.com&srno=s_15_600&otracker=search&fm=organic&iid=en_ty2H%2FD0%2BJSA9jGuqt2TOLgdiKm5DA4XkyYwvMAi0iIcX7bNhLh68wJIv%2BklAGsZiH7iGf2AZowJjU26zNH6WkQ%3D%3D&ppt=None&ppn=None&ssid=8z6rkvlx000000001672751019790&qH=404e218d27fee49e,"₹1,299",50% off
IRY,41.5 L Laptop Backpack Laptop Backpack Spacy Freeride U...,/iry-laptop-backpack-spacy-freeride-unisex-bag-office-school-college-business-41-5-l/p/itmbae70908e05f2?pid=BKPGHGNMFYWSTXF5&lid=LSTBKPGHGNMFYWSTXF5FL3UDT&marketplace=FLIPKART&q=bags&store=search.flipkart.com&srno=s_16_601&otracker=search&fm=organic&iid=81b3bcc0-8197-4534-a7d3-876202e1d9bb.BKPGHGNMFYWSTXF5.SEARCH&ppt=None&ppn=None&ssid=75uwwspkkw0000001672751021029&qH=404e218d27fee49e,"₹1,049",76% off
SEAKING,Large 35 L Laptop Backpack Backpack Premium Quality Sch...,/seaking-backpack-premium-quality-school-casual-laptop-spacy-unisex-35-l/p/itm352c53f69a6d5?pid=BKPGHGJQV43K3MFN&lid=LSTBKPGHGJQV43K3MFNXKYASH&marketplace=FLIPKART&q=bags&store=search.flipkart.com&srno=s_16_602&otracker=search&fm=organic&iid=81b3bcc0-8197-4534-a7d3-876202e1d9bb.BKPGHGJQV43K3MFN.SEARCH&ppt=None&ppn=None&ssid=75uwwspkkw0000001672751021029&qH=404e218d27fee49e,₹449,82% off
ILMABA,Small 16 L Backpack Backpack Kids Stylish Junior School...,/ilmaba-backpack-kids-stylish-junior-school-bag-backpacks-cartoon-boy-girl-baby-16-l/p/itmce31367fdaadc?pid=BKPGHDXVKDAPHWEN&lid=LSTBKPGHDXVKDAPHWENEGJBZG&marketplace=FLIPKART&q=bags&store=search.flipkart.com&srno=s_16_603&otracker=search&fm=organic&iid=81b3bcc0-8197-4534-a7d3-876202e1d9bb.BKPGHDXVKDAPHWEN.SEARCH&ppt=None&ppn=None&ssid=75uwwspkkw0000001672751021029&qH=404e218d27fee49e,₹499,50% off
WROGN,55 L Laptop Backpack Laptop backpack spacy unisex backp...,/wrogn-laptop-backpack-spacy-unisex-fits-upto-16-inches-college-bag-school-bag-55-l/p/itm0171fa2feb0c4?pid=BKPGHCJCDMQPSCU9&lid=LSTBKPGHCJCDMQPSCU9OOXRJP&marketplace=FLIPKART&q=bags&store=search.flipkart.com&srno=s_16_604&otracker=search&fm=organic&iid=en_WiAJYGi65BJKnkfD54qdai7JkkP0CMAmutORZtl%2Bs9HTLRE6W6F72keqOGvtm2aRAgxHz1xohMmwEV1wQczUYA%3D%3D&ppt=None&ppn=None&ssid=75uwwspkkw0000001672751021029&qH=404e218d27fee49e,₹779,80% off
Wengvo,"Large 60 L Laptop Backpack Travel Backpack, Gym Duffle ...",/wengvo-travel-backpack-gym-duffle-bag-individual-shoe-pockets-men-women-60-l-backpack/p/itm423e78705a925?pid=BKPGHGRFTPQXJYV8&lid=LSTBKPGHGRFTPQXJYV8AOH5ZT&marketplace=FLIPKART&q=bags&store=search.flipkart.com&srno=s_16_605&otracker=search&fm=organic&iid=81b3bcc0-8197-4534-a7d3-876202e1d9bb.BKPGHGRFTPQXJYV8.SEARCH&ppt=None&ppn=None&ssid=75uwwspkkw0000001672751021029&qH=404e218d27fee49e,₹999,50% off
Barcelona,Medium 30 L Backpack Laptop Backpack,/barcelona-laptop-backpack-30-l/p/itm384d3c96c2746?pid=BKPGHGMWYAMXS2SP&lid=LSTBKPGHGMWYAMXS2SPBR7G17&marketplace=FLIPKART&q=bags&store=search.flipkart.com&srno=s_16_606&otracker=search&fm=organic&iid=81b3bcc0-8197-4534-a7d3-876202e1d9bb.BKPGHGMWYAMXS2SP.SEARCH&ppt=None&ppn=None&ssid=75uwwspkkw0000001672751021029&qH=404e218d27fee49e,₹599,60% off
myle,55 L Laptop Backpack Rocking bag,/myle-rocking-bag-55-l-backpack/p/itm813dbb84de38f?pid=BKPGHJGTN48CYWHM&lid=LSTBKPGHJGTN48CYWHM2AS7YZ&marketplace=FLIPKART&q=bags&store=search.flipkart.com&srno=s_16_607&otracker=search&fm=organic&iid=81b3bcc0-8197-4534-a7d3-876202e1d9bb.BKPGHJGTN48CYWHM.SEARCH&ppt=None&ppn=None&ssid=75uwwspkkw0000001672751021029&qH=404e218d27fee49e,₹649,78% off
divulge,"Small 18 L Backpack Thunder Drawstring bag Daypack, Spo...",/divulge-thunder-drawstring-bag-daypack-sports-bag-gym-bags-yoga-zip-pocket-18-l-backpack/p/itmbffdaa477e2d3?pid=BKPGFTXFGGHGCFTM&lid=LSTBKPGFTXFGGHGCFTMPZ1JYM&marketplace=FLIPKART&q=bags&store=search.flipkart.com&srno=s_16_608&otracker=search&fm=organic&iid=en_WiAJYGi65BJKnkfD54qdai7JkkP0CMAmutORZtl%2Bs9GUYgwJm%2Bjyy%2BCT%2FPcckoNLJXmnqJMQ9Y3b%2BXuC2O96nA%3D%3D&ppt=None&ppn=None&ssid=75uwwspkkw0000001672751021029&qH=404e218d27fee49e,₹259,48% off
myle,55 L Laptop Backpack Rocking bag,/myle-rocking-bag-55-l-backpack/p/itmb61d264f3c997?pid=BKPGHJG9BD6ZNTWJ&lid=LSTBKPGHJG9BD6ZNTWJSAYJ9H&marketplace=FLIPKART&q=bags&store=search.flipkart.com&srno=s_16_609&otracker=search&fm=organic&iid=81b3bcc0-8197-4534-a7d3-876202e1d9bb.BKPGHJG9BD6ZNTWJ.SEARCH&ppt=None&ppn=None&ssid=75uwwspkkw0000001672751021029&qH=404e218d27fee49e,₹649,78% off
ICHIEF,Brown Men Sling Bag - Extra Large,/ichief-brown-sling-bag-shade/p/itm2d92690bcaee1?pid=SLBG69H5NHVNERMZ&lid=LSTSLBG69H5NHVNERMZ2BEGBH&marketplace=FLIPKART&q=bags&store=search.flipkart.com&srno=s_16_610&otracker=search&fm=organic&iid=81b3bcc0-8197-4534-a7d3-876202e1d9bb.SLBG69H5NHVNERMZ.SEARCH&ppt=None&ppn=None&ssid=75uwwspkkw0000001672751021029&qH=404e218d27fee49e,₹599,73% off
Martucci,Brown Men Sling Bag - Medium,/martucci-brown-sling-bag-pu-leather-shoulder-men-travel-bag-cross-body-bag-office-business-bag-messenger-bag-stylish-men/p/itmd755c227ddb03?pid=SLBG77RRTQKGSQN4&lid=LSTSLBG77RRTQKGSQN4CVG3SQ&marketplace=FLIPKART&q=bags&store=search.flipkart.com&srno=s_16_611&otracker=search&fm=organic&iid=81b3bcc0-8197-4534-a7d3-876202e1d9bb.SLBG77RRTQKGSQN4.SEARCH&ppt=None&ppn=None&ssid=75uwwspkkw0000001672751021029&qH=404e218d27fee49e,₹489,75% off
,QT FASHION MONEY WAIST POUCH001 MONEY WAIST BAG,/qt-fashion-money-waist-pouch001-bag/p/itm815885260db36?pid=WSBGHG4PSNGGHK7K&lid=LSTWSBGHG4PSNGGHK7K6DPUAF&marketplace=FLIPKART&q=bags&store=search.flipkart.com&srno=s_16_612&otracker=search&fm=organic&iid=en_WiAJYGi65BJKnkfD54qdai7JkkP0CMAmutORZtl%2Bs9EShyCSMIR9zFCX4jtSJmzmqlNWZ3k7MexwgVQavrB2%2FQ%3D%3D&ppt=None&ppn=None&ssid=75uwwspkkw0000001672751021029&qH=404e218d27fee49e,₹499,50% off
TSK,Grey Men & Women Sling Bag,/tsk-grey-sling-bag-mens-womens-sidebag-sling/p/itmde940fae57bbb?pid=SLBGEGGRVGBKF4AG&lid=LSTSLBGEGGRVGBKF4AGTC52MF&marketplace=FLIPKART&q=bags&store=search.flipkart.com&srno=s_16_613&otracker=search&fm=organic&iid=81b3bcc0-8197-4534-a7d3-876202e1d9bb.SLBGEGGRVGBKF4AG.SEARCH&ppt=None&ppn=None&ssid=75uwwspkkw0000001672751021029&qH=404e218d27fee49e,₹254,68% off
CRALOFT,Grey Men Sling Bag,/craloft-grey-sling-bag-side-men-crossbody-tablet-messenger-office-travel-s1/p/itmca8d34909c49e?pid=SLBGBX3FQGGHJESQ&lid=LSTSLBGBX3FQGGHJESQFDOQGW&marketplace=FLIPKART&q=bags&store=search.flipkart.com&srno=s_16_614&otracker=search&fm=organic&iid=81b3bcc0-8197-4534-a7d3-876202e1d9bb.SLBGBX3FQGGHJESQ.SEARCH&ppt=None&ppn=None&ssid=75uwwspkkw0000001672751021029&qH=404e218d27fee49e,₹479,31% off
DEZiRE CRAfTS,Blue Men Sling Bag - Extra Large,/dezire-crafts-blue-sling-bag-stylish-shoulder-cross-body-office-business-messenger-water-resistant-men-boys/p/itmd99b03da1a8b6?pid=SLBGF6KSWHBBGMSV&lid=LSTSLBGF6KSWHBBGMSVNCAELH&marketplace=FLIPKART&q=bags&store=search.flipkart.com&srno=s_16_615&otracker=search&fm=organic&iid=81b3bcc0-8197-4534-a7d3-876202e1d9bb.SLBGF6KSWHBBGMSV.SEARCH&ppt=None&ppn=None&ssid=75uwwspkkw0000001672751021029&qH=404e218d27fee49e,₹399,69% off
TRAVEL POINT,Medium 25 L Laptop Backpack for Office/College/School/T...,/travel-point-office-college-school-travel-25-l-backpack/p/itmbed73acc4bd6a?pid=BKPGESHBTPVH7UPR&lid=LSTBKPGESHBTPVH7UPRGCC1J8&marketplace=FLIPKART&q=bags&store=search.flipkart.com&srno=s_16_616&otracker=search&fm=organic&iid=en_WiAJYGi65BJKnkfD54qdai7JkkP0CMAmutORZtl%2Bs9FP8w26SEzqJBYVvp8EAmwM9oyGBrj7rwQWCm0Zpgeu%2Bg%3D%3D&ppt=None&ppn=None&ssid=75uwwspkkw0000001672751021029&qH=404e218d27fee49e,₹550,81% off
CRALOFT,"Grey, Black Men Sling Bag",/craloft-grey-black-sling-bag-s3/p/itm09b60a334506f?pid=SLBGGTW42WHDFHCU&lid=LSTSLBGGTW42WHDFHCUR0UQQT&marketplace=FLIPKART&q=bags&store=search.flipkart.com&srno=s_16_617&otracker=search&fm=organic&iid=81b3bcc0-8197-4534-a7d3-876202e1d9bb.SLBGGTW42WHDFHCU.SEARCH&ppt=None&ppn=None&ssid=75uwwspkkw0000001672751021029&qH=404e218d27fee49e,₹515,27% off
Straplt,Black Men & Women Sling Bag - Medium,/straplt-black-sling-bag-cross-body-messenger-men-women/p/itma5518eb0cb3ce?pid=SLBG6NZYZGCK8HMG&lid=LSTSLBG6NZYZGCK8HMGE3HJGO&marketplace=FLIPKART&q=bags&store=search.flipkart.com&srno=s_16_618&otracker=search&fm=organic&iid=81b3bcc0-8197-4534-a7d3-876202e1d9bb.SLBG6NZYZGCK8HMG.SEARCH&ppt=None&ppn=None&ssid=75uwwspkkw0000001672751021029&qH=404e218d27fee49e,₹199,75% off
Straplt,Grey Men & Women Messenger Bag,/straplt-grey-messenger-bag-15-16-inch-laptop-sleeve-asus-acer-samsung-waterproof-handle/p/itm3879ce499141e?pid=SLBGBTQMCH6YPSYZ&lid=LSTSLBGBTQMCH6YPSYZXL1X5N&marketplace=FLIPKART&q=bags&store=search.flipkart.com&srno=s_16_619&otracker=search&fm=organic&iid=81b3bcc0-8197-4534-a7d3-876202e1d9bb.SLBGBTQMCH6YPSYZ.SEARCH&ppt=None&ppn=None&ssid=75uwwspkkw0000001672751021029&qH=404e218d27fee49e,₹269,66% off
Jeton,Small 14 L Backpack Small Outdoor Mini Backpack 14L Day...,/jeton-small-outdoor-mini-backpack-14l-daypack-14-l/p/itm25be6d9f963b7?pid=BKPGKSWBVHFTTGY8&lid=LSTBKPGKSWBVHFTTGY8PYXFOU&marketplace=FLIPKART&q=bags&store=search.flipkart.com&srno=s_16_620&otracker=search&fm=organic&iid=en_WiAJYGi65BJKnkfD54qdai7JkkP0CMAmutORZtl%2Bs9GC0CT23KlMsk3sK%2BUZbBUVdtZB%2B13oDvq%2F6W%2BSK2iunw%3D%3D&ppt=None&ppn=None&ssid=75uwwspkkw0000001672751021029&qH=404e218d27fee49e,₹449,55% off
ADAMSON,Tan Men Sling Bag - Extra Large,/adamson-tan-sling-bag-crazy-villa/p/itm39d3f828fa682?pid=SLBGY27UNPF6GMGN&lid=LSTSLBGY27UNPF6GMGNDLCOIG&marketplace=FLIPKART&q=bags&store=search.flipkart.com&srno=s_16_621&otracker=search&fm=organic&iid=81b3bcc0-8197-4534-a7d3-876202e1d9bb.SLBGY27UNPF6GMGN.SEARCH&ppt=None&ppn=None&ssid=75uwwspkkw0000001672751021029&qH=404e218d27fee49e,₹499,70% off
ADAMSON,Black Men Sling Bag - Extra Large,/adamson-black-sling-bag-southzone/p/itme16466888414b?pid=SLBGY27VK9TZGGZ5&lid=LSTSLBGY27VK9TZGGZ58L1YVW&marketplace=FLIPKART&q=bags&store=search.flipkart.com&srno=s_16_622&otracker=search&fm=organic&iid=81b3bcc0-8197-4534-a7d3-876202e1d9bb.SLBGY27VK9TZGGZ5.SEARCH&ppt=None&ppn=None&ssid=75uwwspkkw0000001672751021029&qH=404e218d27fee49e,₹499,70% off
Romofy,Brown Men Sling Bag,/romofy-brown-sling-bag-casual-trendy-travel-shoulder-crossbody-daytrip-men-slingbag/p/itm1edb08d602b35?pid=SLBGAZWK4NFZUHHV&lid=LSTSLBGAZWK4NFZUHHVNWF4QP&marketplace=FLIPKART&q=bags&store=search.flipkart.com&srno=s_16_623&otracker=search&fm=organic&iid=81b3bcc0-8197-4534-a7d3-876202e1d9bb.SLBGAZWK4NFZUHHV.SEARCH&ppt=None&ppn=None&ssid=75uwwspkkw0000001672751021029&qH=404e218d27fee49e,₹280,82% off
,"Gotrippin Waist Bag for Men,Women; Fanny Pack for Hikin...",/gotrippin-waist-bag-men-women-fanny-pack-hiking-travel-camping-running-adjustable-strap-water-resistant-polyester-money-belt-phone-passport-wallet-dark-grey/p/itm1358579f77032?pid=WSBFVXCG6F94JHBK&lid=LSTWSBFVXCG6F94JHBK85KZMT&marketplace=FLIPKART&q=bags&store=search.flipkart.com&srno=s_16_624&otracker=search&fm=organic&iid=en_WiAJYGi65BJKnkfD54qdai7JkkP0CMAmutORZtl%2Bs9GcUSUSRidwP11aMmFhi9%2BW73q9E6gaAZpqwfX0MJWXrg%3D%3D&ppt=None&ppn=None&ssid=75uwwspkkw0000001672751021029&qH=404e218d27fee49e,₹999,28% off
Nabaat,Black Men Sling Bag,/nabaat-black-sling-bag-cross-body-mens-messenger-travel-office-business/p/itma54f4bf65b533?pid=SLBGCFG46PJVHB9M&lid=LSTSLBGCFG46PJVHB9MIJIWKW&marketplace=FLIPKART&q=bags&store=search.flipkart.com&srno=s_16_625&otracker=search&fm=organic&iid=81b3bcc0-8197-4534-a7d3-876202e1d9bb.SLBGCFG46PJVHB9M.SEARCH&ppt=None&ppn=None&ssid=75uwwspkkw0000001672751021029&qH=404e218d27fee49e,₹429,52% off
ADAMSON,"Black, Grey Men & Women Sling Bag - Extra Large",/adamson-black-grey-sling-bag-majsty/p/itm217b08f44141e?pid=SLBFZKGKZ3EZZBZJ&lid=LSTSLBFZKGKZ3EZZBZJTHBBWI&marketplace=FLIPKART&q=bags&store=search.flipkart.com&srno=s_16_626&otracker=search&fm=organic&iid=81b3bcc0-8197-4534-a7d3-876202e1d9bb.SLBFZKGKZ3EZZBZJ.SEARCH&ppt=None&ppn=None&ssid=75uwwspkkw0000001672751021029&qH=404e218d27fee49e,₹499,66% off
GOOD FRIENDS,Tan Men & Women Messenger Bag,/good-friends-tan-messenger-bag-laptop-sling-office-bags/p/itmae3eb2f175207?pid=SLBGCU6THBHJDW3R&lid=LSTSLBGCU6THBHJDW3R2OAIWT&marketplace=FLIPKART&q=bags&store=search.flipkart.com&srno=s_16_627&otracker=search&fm=organic&iid=81b3bcc0-8197-4534-a7d3-876202e1d9bb.SLBGCU6THBHJDW3R.SEARCH&ppt=None&ppn=None&ssid=75uwwspkkw0000001672751021029&qH=404e218d27fee49e,₹649,70% off
WROGN,55 L Laptop Backpack Laptop backpack spacy unisex backp...,/wrogn-laptop-backpack-spacy-unisex-fits-upto-16-inches-college-bag-school-bag-55-l/p/itm5c0c70d03e7be?pid=BKPGHCJCAZVHMUNK&lid=LSTBKPGHCJCAZVHMUNK5R9CDD&marketplace=FLIPKART&q=bags&store=search.flipkart.com&srno=s_16_628&otracker=search&fm=organic&iid=en_WiAJYGi65BJKnkfD54qdai7JkkP0CMAmutORZtl%2Bs9GQCQvPBWSG7Mlwk6bwokh2kMLvVrD%2FyRswINaX62%2FCNA%3D%3D&ppt=None&ppn=None&ssid=75uwwspkkw0000001672751021029&qH=404e218d27fee49e,₹779,80% off
MS MOONSTAR,Blue Men Sling Bag - Medium,/ms-moonstar-blue-sling-bag-bags-women/p/itm0d848935fe7fc?pid=SLBFZGPSJ42MCGHD&lid=LSTSLBFZGPSJ42MCGHD7W7L6K&marketplace=FLIPKART&q=bags&store=search.flipkart.com&srno=s_16_629&otracker=search&fm=organic&iid=81b3bcc0-8197-4534-a7d3-876202e1d9bb.SLBFZGPSJ42MCGHD.SEARCH&ppt=None&ppn=None&ssid=75uwwspkkw0000001672751021029&qH=404e218d27fee49e,₹269,79% off
Veneer,Grey Men Sling Bag,/veneer-grey-sling-bag-casual-stylish-padded-pu-crossbody-travel-office-business-men/p/itm328d61d35784f?pid=SLBGCG6XBCUGGWNG&lid=LSTSLBGCG6XBCUGGWNG9BAVBI&marketplace=FLIPKART&q=bags&store=search.flipkart.com&srno=s_16_630&otracker=search&fm=organic&iid=81b3bcc0-8197-4534-a7d3-876202e1d9bb.SLBGCG6XBCUGGWNG.SEARCH&ppt=None&ppn=None&ssid=75uwwspkkw0000001672751021029&qH=404e218d27fee49e,₹787,64% off
ADAMSON,Black Men Sling Bag - Extra Large,/adamson-black-sling-bag-travel-side/p/itm4afba60e83e15?pid=SLBF9W3GHK4YVANJ&lid=LSTSLBF9W3GHK4YVANJGM3XRK&marketplace=FLIPKART&q=bags&store=search.flipkart.com&srno=s_16_631&otracker=search&fm=organic&iid=81b3bcc0-8197-4534-a7d3-876202e1d9bb.SLBF9W3GHK4YVANJ.SEARCH&ppt=None&ppn=None&ssid=75uwwspkkw0000001672751021029&qH=404e218d27fee49e,₹499,61% off
FAVIO,"Black, Orange Men Sling Bag - Extra Large",/favio-black-orange-sling-bag-black-men-regular-size/p/itm4ac17b7690bbd?pid=SLBG72KVFAXHAVVM&lid=LSTSLBG72KVFAXHAVVM5419XA&marketplace=FLIPKART&q=bags&store=search.flipkart.com&srno=s_16_632&otracker=search&fm=organic&iid=en_WiAJYGi65BJKnkfD54qdai7JkkP0CMAmutORZtl%2Bs9GB0KDYqI1j7gprkKt2QSCqsXwCcJNI36waZzRyIdMlPA%3D%3D&ppt=None&ppn=None&ssid=75uwwspkkw0000001672751021029&qH=404e218d27fee49e,₹431,56% off
ADAMSON,"Black, Grey Men Sling Bag - Extra Large",/adamson-black-grey-sling-bag-fancy-twill-fabrics/p/itm238bf3086b247?pid=SLBFNBMG4RYB9HXU&lid=LSTSLBFNBMG4RYB9HXUZRR4OY&marketplace=FLIPKART&q=bags&store=search.flipkart.com&srno=s_16_633&otracker=search&fm=organic&iid=81b3bcc0-8197-4534-a7d3-876202e1d9bb.SLBFNBMG4RYB9HXU.SEARCH&ppt=None&ppn=None&ssid=75uwwspkkw0000001672751021029&qH=404e218d27fee49e,₹469,63% off
ADAMSON,Blue Men Messenger Bag - Extra Large,/adamson-blue-messenger-bag-laptop-executive/p/itma25e15fb2df9e?pid=SLBFNBMFSJT22TSK&lid=LSTSLBFNBMFSJT22TSK7VE5CY&marketplace=FLIPKART&q=bags&store=search.flipkart.com&srno=s_16_634&otracker=search&fm=organic&iid=81b3bcc0-8197-4534-a7d3-876202e1d9bb.SLBFNBMFSJT22TSK.SEARCH&ppt=None&ppn=None&ssid=75uwwspkkw0000001672751021029&qH=404e218d27fee49e,₹469,63% off
RoarWood,Black Men Sling Bag,/roarwood-black-sling-bag-fancy-slingbag-men/p/itmdc0b8810e8f6e?pid=SLBGGM4ECWFGN6WF&lid=LSTSLBGGM4ECWFGN6WFIBW2MV&marketplace=FLIPKART&q=bags&store=search.flipkart.com&srno=s_16_635&otracker=search&fm=organic&iid=81b3bcc0-8197-4534-a7d3-876202e1d9bb.SLBGGM4ECWFGN6WF.SEARCH&ppt=None&ppn=None&ssid=75uwwspkkw0000001672751021029&qH=404e218d27fee49e,₹239,82% off
,"Gotrippin Travel Money Belt, Waist Pouch Bag with RFID ...",/gotrippin-travel-money-belt-waist-pouch-bag-rfid-security-black/p/itm981c71ba4ea1f?pid=WSBFUUGKZDTZDKP8&lid=LSTWSBFUUGKZDTZDKP8DLL5YM&marketplace=FLIPKART&q=bags&store=search.flipkart.com&srno=s_16_636&otracker=search&fm=organic&iid=en_WiAJYGi65BJKnkfD54qdai7JkkP0CMAmutORZtl%2Bs9F4Q99pY03Ih2XlB6UgmuE1BqWEwiYhHQG0EQ%2Fj2mKe9g%3D%3D&ppt=None&ppn=None&ssid=75uwwspkkw0000001672751021029&qH=404e218d27fee49e,₹849,39% off
Kinky,Brown Men Messenger Bag,/kinky-brown-messenger-bag-lb-618-laptop/p/itmf92718eacab8e?pid=SLBGDD4YRCEJG93U&lid=LSTSLBGDD4YRCEJG93USSCCRX&marketplace=FLIPKART&q=bags&store=search.flipkart.com&srno=s_16_637&otracker=search&fm=organic&iid=81b3bcc0-8197-4534-a7d3-876202e1d9bb.SLBGDD4YRCEJG93U.SEARCH&ppt=None&ppn=None&ssid=75uwwspkkw0000001672751021029&qH=404e218d27fee49e,₹831,73% off
Pramadda Pure Luxury,Brown Men Sling Bag - Medium,/pramadda-pure-luxury-brown-sling-bag-tourister-medium-chest-men-travel-crossbody-women-cash-business-side-messenger-bags-boys-girls-corporate-gift-item-father-husband-friend-small-hiking-trekking-travelling-passport-document-pouch-bike-waterproof/p/itmb55737e2b0b37?pid=SLBG4WPWSGGZGHEU&lid=LSTSLBG4WPWSGGZGHEUHISNTH&marketplace=FLIPKART&q=bags&store=search.flipkart.com&srno=s_16_638&otracker=search&fm=organic&iid=81b3bcc0-8197-4534-a7d3-876202e1d9bb.SLBG4WPWSGGZGHEU.SEARCH&ppt=None&ppn=None&ssid=75uwwspkkw0000001672751021029&qH=404e218d27fee49e,₹499,66% off
komto,Brown Men Sling Bag - Medium,/komto-brown-sling-bag-premium-kangaroo-embossed-logo-men-leather-shoulder-brown/p/itm0ff9da1be8998?pid=SLBFUXZY5AYCEGJE&lid=LSTSLBFUXZY5AYCEGJEMTRQPW&marketplace=FLIPKART&q=bags&store=search.flipkart.com&srno=s_16_639&otracker=search&fm=organic&iid=81b3bcc0-8197-4534-a7d3-876202e1d9bb.SLBFUXZY5AYCEGJE.SEARCH&ppt=None&ppn=None&ssid=75uwwspkkw0000001672751021029&qH=404e218d27fee49e,"₹1,183",70% off
TRAVEL POINT,Medium 25 L Laptop Backpack for Office/College/School/T...,/travel-point-office-college-school-travel-25-l-backpack/p/itm508a572ca9c49?pid=BKPGEPYJAG6YWTES&lid=LSTBKPGEPYJAG6YWTESV8UXKV&marketplace=FLIPKART&q=bags&store=search.flipkart.com&srno=s_16_640&otracker=search&fm=organic&iid=en_WiAJYGi65BJKnkfD54qdai7JkkP0CMAmutORZtl%2Bs9EZsuqn5i8FMJldpIzs%2BqUdH%2FE5QR5EBCM1T%2Br0iM%2BsUw%3D%3D&ppt=None&ppn=None&ssid=75uwwspkkw0000001672751021029&qH=404e218d27fee49e,₹623,79% off
facto,"Grey, Black Men & Women Sling Bag - Extra Large",/facto-grey-black-sling-bag-grey-men-women/p/itme9a1d0fb6085a?pid=SLBGYWSKYJ93MN8X&lid=LSTSLBGYWSKYJ93MN8XBHTFFX&marketplace=FLIPKART&q=bags&store=search.flipkart.com&srno=s_17_641&otracker=search&fm=organic&iid=9fb234c4-4b2a-4a18-b485-a18012bc2d26.SLBGYWSKYJ93MN8X.SEARCH&ppt=None&ppn=None&ssid=4ovycsprv40000001672751022195&qH=404e218d27fee49e,₹379,72% off
ADAMSON,"Blue, Grey Men Sling Bag - Extra Large",/adamson-blue-grey-sling-bag-fancy-twill-fabrics/p/itm371d30d1307fc?pid=SLBFNBMGQZCKGTYJ&lid=LSTSLBFNBMGQZCKGTYJYAEE8B&marketplace=FLIPKART&q=bags&store=search.flipkart.com&srno=s_17_642&otracker=search&fm=organic&iid=9fb234c4-4b2a-4a18-b485-a18012bc2d26.SLBFNBMGQZCKGTYJ.SEARCH&ppt=None&ppn=None&ssid=4ovycsprv40000001672751022195&qH=404e218d27fee49e,₹469,63% off
ADAMSON,Blue Men Sling Bag - Extra Large,/adamson-blue-sling-bag-medium-travels-bags/p/itmedff759ef03c7?pid=SLBFN3RE7SCGECJQ&lid=LSTSLBFN3RE7SCGECJQFHFZYC&marketplace=FLIPKART&q=bags&store=search.flipkart.com&srno=s_17_643&otracker=search&fm=organic&iid=9fb234c4-4b2a-4a18-b485-a18012bc2d26.SLBFN3RE7SCGECJQ.SEARCH&ppt=None&ppn=None&ssid=4ovycsprv40000001672751022195&qH=404e218d27fee49e,₹469,60% off
WROGN,55 L Laptop Backpack Laptop backpack spacy unisex backp...,/wrogn-laptop-backpack-spacy-unisex-fits-upto-16-inches-college-bag-school-bag-55-l/p/itm0171fa2feb0c4?pid=BKPGHCJCDMQPSCU9&lid=LSTBKPGHCJCDMQPSCU9OOXRJP&marketplace=FLIPKART&q=bags&store=search.flipkart.com&srno=s_17_644&otracker=search&fm=organic&iid=en_XlEsy6sA4GB6z1GoIJN1ICweSS3wteOzd71thSnOmO%2Bbj39oeS4n3dylUYo7MMwwAgxHz1xohMmwEV1wQczUYA%3D%3D&ppt=None&ppn=None&ssid=4ovycsprv40000001672751022195&qH=404e218d27fee49e,₹779,80% off
ELIOS,Black Men Shoulder Bag - Medium,/elios-black-shoulder-bag-trendy-usb-charging-adapter-headphone-slot/p/itmf133443962975?pid=SLBFPBNSEYBHHCMC&lid=LSTSLBFPBNSEYBHHCMCTISOUK&marketplace=FLIPKART&q=bags&store=search.flipkart.com&srno=s_17_645&otracker=search&fm=organic&iid=9fb234c4-4b2a-4a18-b485-a18012bc2d26.SLBFPBNSEYBHHCMC.SEARCH&ppt=None&ppn=None&ssid=4ovycsprv40000001672751022195&qH=404e218d27fee49e,₹899,50% off
ADAMSON,Black Men Sling Bag - Medium,/adamson-black-sling-bag-gear/p/itm37521b264ba3c?pid=SLBFHXJNZ7V4GHAH&lid=LSTSLBFHXJNZ7V4GHAHUPJGSH&marketplace=FLIPKART&q=bags&store=search.flipkart.com&srno=s_17_646&otracker=search&fm=organic&iid=9fb234c4-4b2a-4a18-b485-a18012bc2d26.SLBFHXJNZ7V4GHAH.SEARCH&ppt=None&ppn=None&ssid=4ovycsprv40000001672751022195&qH=404e218d27fee49e,₹499,68% off
