brand,description,link,price,discount
WAAN,"Boys Light weighted Sport shoes, Running Shoes, Trainin...",/waan-boys-light-weighted-sport-shoes-running-training-cycling-gyming-walking-shoes-men/p/itm6d62d071b641c?pid=SHOG5PT8S6CPF6YU&lid=LSTSHOG5PT8S6CPF6YUDL3SQW&marketplace=FLIPKART&q=shoes&store=osp&srno=s_2_50&otracker=search&fm=organic&iid=f8a68d4e-14e4-4be3-8510-1f8e2af45e7a.SHOG5PT8S6CPF6YU.SEARCH&ppt=None&ppn=None&ssid=iomajyd6q80000001672751103932&qH=b0a8b6f820479900,₹599,70% off
World Wear Footwear,Affordable Range of Stylish Casual Walking Comfortable ...,/world-wear-footwear-affordable-range-stylish-casual-walking-comfortable-sports-running-shoes-men/p/itm782f788a1f88a?pid=SHOFZKGRGKBZP3SN&lid=LSTSHOFZKGRGKBZP3SNSYEO9M&marketplace=FLIPKART&q=shoes&store=osp&srno=s_2_51&otracker=search&fm=organic&iid=f8a68d4e-14e4-4be3-8510-1f8e2af45e7a.SHOFZKGRGKBZP3SN.SEARCH&ppt=None&ppn=None&ssid=iomajyd6q80000001672751103932&qH=b0a8b6f820479900,₹419,58% off
,casual shoes for men for boys Casuals For Men,/casual-shoes-men-boys-casuals/p/itm58c836a424675?pid=EOEG7ZZCUHT94WFR&lid=LSTEOEG7ZZCUHT94WFRXI4UHM&marketplace=FLIPKART&q=shoes&store=osp&srno=s_2_52&otracker=search&fm=organic&iid=en_fxFwoi93gsOdp2jxwkqA0cVxLAMjPwFeoe3tFSOBs%2Fhhq3SGKD3bj0nww%2FD8khMqr3HrgiPfwOQgr%2BgNJ9CgiA%3D%3D&ppt=None&ppn=None&ssid=iomajyd6q80000001672751103932&qH=b0a8b6f820479900,₹349,65% off
asian,Airsocks-12 sports shoes for men | Latest Stylish Casua...,/asian-airsocks-12-sports-shoes-men-latest-stylish-casual-sport-blue-running-boys-lace-up-high-top-sock-running-walking-gym-trekking-party-walking/p/itmfbbe1391d2688?pid=SHOFJY4YDABJXWE7&lid=LSTSHOFJY4YDABJXWE7TB9OTM&marketplace=FLIPKART&q=shoes&store=osp&srno=s_2_53&otracker=search&fm=organic&iid=f8a68d4e-14e4-4be3-8510-1f8e2af45e7a.SHOFJY4YDABJXWE7.SEARCH&ppt=None&ppn=None&ssid=iomajyd6q80000001672751103932&qH=b0a8b6f820479900,₹547,63% off
PUMA,Zod Runner V3 Running Shoes For Men,/puma-zod-runner-v3-running-shoes-men/p/itme55e2f7a312bd?pid=SHOFUFGSCPVKWCMH&lid=LSTSHOFUFGSCPVKWCMHBCJ4HR&marketplace=FLIPKART&q=shoes&store=osp&srno=s_2_54&otracker=search&fm=organic&iid=f8a68d4e-14e4-4be3-8510-1f8e2af45e7a.SHOFUFGSCPVKWCMH.SEARCH&ppt=None&ppn=None&ssid=iomajyd6q80000001672751103932&qH=b0a8b6f820479900,"₹1,699",57% off
CAMPUS,TERMINATOR (N) Running Shoes For Men,/campus-terminator-n-running-shoes-men/p/itm35fae50b15986?pid=SHOG2QYYRZ6RRJAS&lid=LSTSHOG2QYYRZ6RRJASBAWXTY&marketplace=FLIPKART&q=shoes&store=osp&srno=s_2_55&otracker=search&fm=organic&iid=f8a68d4e-14e4-4be3-8510-1f8e2af45e7a.SHOG2QYYRZ6RRJAS.SEARCH&ppt=None&ppn=None&ssid=iomajyd6q80000001672751103932&qH=b0a8b6f820479900,"₹1,499",16% off
,Sneakers For Men,/sneakers-for-men/p/itm27260479e673e?pid=EOEGJAKY3DP3CAKV&lid=LSTEOEGJAKY3DP3CAKV6QUAMS&marketplace=FLIPKART&q=shoes&store=osp&srno=s_2_56&otracker=search&fm=organic&iid=en_fxFwoi93gsOdp2jxwkqA0cVxLAMjPwFeoe3tFSOBs%2FjvW49mgnJ7x7oUxP4hCOg9lpm4o3nuzsPqgAY7IsFQ9g%3D%3D&ppt=None&ppn=None&ssid=iomajyd6q80000001672751103932&qH=b0a8b6f820479900,₹349,65% off
CAMPUS,NORTH PLUS Running Shoes For Men,/campus-north-plus-running-shoes-men/p/itm43a8c42ca64f3?pid=SHOFY4DP46QXHNYZ&lid=LSTSHOFY4DP46QXHNYZBJNFVR&marketplace=FLIPKART&q=shoes&store=osp&srno=s_2_57&otracker=search&fm=organic&iid=f8a68d4e-14e4-4be3-8510-1f8e2af45e7a.SHOFY4DP46QXHNYZ.SEARCH&ppt=None&ppn=None&ssid=iomajyd6q80000001672751103932&qH=b0a8b6f820479900,"₹1,399",17% off
asian,Crystal-13 Black sky Sports Transparent Sole Technology...,/asian-crystal-13-black-sky-sports-transparent-sole-technology-men/p/itm963168144c67d?pid=SHOGBDAYU57SVCGZ&lid=LSTSHOGBDAYU57SVCGZ9K4MXD&marketplace=FLIPKART&q=shoes&store=osp&srno=s_2_58&otracker=search&fm=organic&iid=f8a68d4e-14e4-4be3-8510-1f8e2af45e7a.SHOGBDAYU57SVCGZ.SEARCH&ppt=None&ppn=None&ssid=iomajyd6q80000001672751103932&qH=b0a8b6f820479900,"₹1,299",43% off
Sparx,SM-678 Running Shoes For Men,/sparx-sm-678-running-shoes-men/p/itmf075d3dce518a?pid=SHOGFWYSYHEMNGRR&lid=LSTSHOGFWYSYHEMNGRRUGCLFW&marketplace=FLIPKART&q=shoes&store=osp&srno=s_2_59&otracker=search&fm=organic&iid=f8a68d4e-14e4-4be3-8510-1f8e2af45e7a.SHOGFWYSYHEMNGRR.SEARCH&ppt=None&ppn=None&ssid=iomajyd6q80000001672751103932&qH=b0a8b6f820479900,"₹1,339",25% off
,Classic Party Wear Formal Shoes Party Wear For Men,/classic-party-wear-formal-shoes-men/p/itm6f63db902724c?pid=EOEGGHGW326SFD3P&lid=LSTEOEGGHGW326SFD3PYCHGKE&marketplace=FLIPKART&q=shoes&store=osp&srno=s_2_60&otracker=search&fm=organic&iid=en_fxFwoi93gsOdp2jxwkqA0cVxLAMjPwFeoe3tFSOBs%2FjHwD5xGJ%2BVzE1UpHrKTOA8hIhezDPkVOV2M0DjeHpvDg%3D%3D&ppt=None&ppn=None&ssid=iomajyd6q80000001672751103932&qH=b0a8b6f820479900,₹402,59% off
asian,"Thar-01 White Sneakers,Sports,Training,Gym,Walking,Styl...",/asian-thar-01-white-sneakers-sports-training-gym-walking-stylish-men/p/itm9883ddd8afc2d?pid=SHOGHCHGHQR4GZHA&lid=LSTSHOGHCHGHQR4GZHAF0LXBY&marketplace=FLIPKART&q=shoes&store=osp&srno=s_2_61&otracker=search&fm=organic&iid=f8a68d4e-14e4-4be3-8510-1f8e2af45e7a.SHOGHCHGHQR4GZHA.SEARCH&ppt=None&ppn=None&ssid=iomajyd6q80000001672751103932&qH=b0a8b6f820479900,₹649,48% off
aadi,Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Wa...,/aadi-synthetic-leather-lightweight-comfort-summer-trendy-walking-outdoor-daily-use-boots-men/p/itmfgef2t8yxzrhb?pid=SHOFGDZH3DGFWHZZ&lid=LSTSHOFGDZH3DGFWHZZ3SN2GN&marketplace=FLIPKART&q=shoes&store=osp&srno=s_2_62&otracker=search&fm=organic&iid=f8a68d4e-14e4-4be3-8510-1f8e2af45e7a.SHOFGDZH3DGFWHZZ.SEARCH&ppt=None&ppn=None&ssid=iomajyd6q80000001672751103932&qH=b0a8b6f820479900,₹521,47% off
JK PORT,"Fashionable Mens Black Sports Shoes For Running, Gyming...",/jk-port-fashionable-mens-black-sports-shoes-running-gyming-walking-cycling-jogging-bowling-cricket-dancing-outdoor-casual-shoes-running-men/p/itmd81ffaf01a50a?pid=SHOG3V4ZBW4ZJEEQ&lid=LSTSHOG3V4ZBW4ZJEEQFP6Q13&marketplace=FLIPKART&q=shoes&store=osp&srno=s_2_63&otracker=search&fm=organic&iid=f8a68d4e-14e4-4be3-8510-1f8e2af45e7a.SHOG3V4ZBW4ZJEEQ.SEARCH&ppt=None&ppn=None&ssid=iomajyd6q80000001672751103932&qH=b0a8b6f820479900,₹512,55% off
Footox,Walking Shoes for Men | Running Shoes | Casual Shoes | ...,/footox-walking-shoes-men-running-casual-gym-sport-casuals/p/itmda0c710986847?pid=SHOGHKG2PEAZAHFA&lid=LSTSHOGHKG2PEAZAHFAKIXDVT&marketplace=FLIPKART&q=shoes&store=osp&srno=s_2_64&otracker=search&fm=organic&iid=en_fxFwoi93gsOdp2jxwkqA0cVxLAMjPwFeoe3tFSOBs%2Fie0wpIwixuRoLL0WtDo5t0UxQdUi4lWrg5ikdeBPQxsQ%3D%3D&ppt=None&ppn=None&ssid=iomajyd6q80000001672751103932&qH=b0a8b6f820479900,₹466,53% off
Nobelite,Sports Running Shoes For Men,/nobelite-sports-running-shoes-men/p/itmefb3f13bf45c7?pid=SHOGCEYQXPHCAMYU&lid=LSTSHOGCEYQXPHCAMYUXANHYF&marketplace=FLIPKART&q=shoes&store=osp&spotlightTagId=BestvalueId_osp&srno=s_2_65&otracker=search&fm=organic&iid=f8a68d4e-14e4-4be3-8510-1f8e2af45e7a.SHOGCEYQXPHCAMYU.SEARCH&ppt=None&ppn=None&ssid=iomajyd6q80000001672751103932&qH=b0a8b6f820479900,₹532,62% off
asian,wndr-13 sports shoes for men | Latest Stylish Casual sp...,/asian-wndr-13-sports-shoes-men-latest-stylish-casual-sport-running-boys-lace-up-lightweight-white-running-walking-gym-trekking-hiking-party-running/p/itmfe37f4sqftfmr?pid=SHOF3KF5VPCANE4D&lid=LSTSHOF3KF5VPCANE4DA7WNGO&marketplace=FLIPKART&q=shoes&store=osp&srno=s_2_66&otracker=search&fm=organic&iid=f8a68d4e-14e4-4be3-8510-1f8e2af45e7a.SHOF3KF5VPCANE4D.SEARCH&ppt=None&ppn=None&ssid=iomajyd6q80000001672751103932&qH=b0a8b6f820479900,₹499,28% off
PUMA,Bridge Comfort Running Shoes For Men,/puma-bridge-comfort-running-shoes-men/p/itm528109efcc402?pid=SHOGH3GVU9H7VCJW&lid=LSTSHOGH3GVU9H7VCJWUZ61GB&marketplace=FLIPKART&q=shoes&store=osp&srno=s_2_67&otracker=search&fm=organic&iid=f8a68d4e-14e4-4be3-8510-1f8e2af45e7a.SHOGH3GVU9H7VCJW.SEARCH&ppt=None&ppn=None&ssid=iomajyd6q80000001672751103932&qH=b0a8b6f820479900,"₹1,499",40% off
John Karsun,Oxford Oxford For Men,/john-karsun-oxford-men/p/itmf5ahcs6bbuhxs?pid=SHOF5ACRCNNQVAZE&lid=LSTSHOF5ACRCNNQVAZE8ZFVSR&marketplace=FLIPKART&q=shoes&store=osp&srno=s_2_68&otracker=search&fm=organic&iid=en_fxFwoi93gsOdp2jxwkqA0cVxLAMjPwFeoe3tFSOBs%2Fglvg0smC9JmtaKz%2FhPCPtc4qtrC%2B5wXca95cLLGtcETA%3D%3D&ppt=None&ppn=None&ssid=iomajyd6q80000001672751103932&qH=b0a8b6f820479900,₹709,76% off
asian,WIND-04 Walking Shoes For Men,/asian-wind-04-walking-shoes-men/p/itm3835791810fef?pid=SHOGF23HHF2HPAJU&lid=LSTSHOGF23HHF2HPAJUX2VIGX&marketplace=FLIPKART&q=shoes&store=osp&srno=s_2_69&otracker=search&fm=organic&iid=f8a68d4e-14e4-4be3-8510-1f8e2af45e7a.SHOGF23HHF2HPAJU.SEARCH&ppt=None&ppn=None&ssid=iomajyd6q80000001672751103932&qH=b0a8b6f820479900,₹574,55% off
CAMPUS,CRYSTA PRO Training & Gym Shoes For Men,/campus-crysta-pro-training-gym-shoes-men/p/itmc31a1b533a9f8?pid=SHOGANAAH3K5VFVT&lid=LSTSHOGANAAH3K5VFVT3EZBYG&marketplace=FLIPKART&q=shoes&store=osp&srno=s_2_70&otracker=search&fm=organic&iid=f8a68d4e-14e4-4be3-8510-1f8e2af45e7a.SHOGANAAH3K5VFVT.SEARCH&ppt=None&ppn=None&ssid=iomajyd6q80000001672751103932&qH=b0a8b6f820479900,₹899,30% off
asian,Crystal-13 Black Sports Transparent Sole Technology For...,/asian-crystal-13-black-sports-transparent-sole-technology-men/p/itm3c338a3be970a?pid=SHOGBDAYQKAVFSWA&lid=LSTSHOGBDAYQKAVFSWAABBQEY&marketplace=FLIPKART&q=shoes&store=osp&srno=s_2_71&otracker=search&fm=organic&iid=f8a68d4e-14e4-4be3-8510-1f8e2af45e7a.SHOGBDAYQKAVFSWA.SEARCH&ppt=None&ppn=None&ssid=iomajyd6q80000001672751103932&qH=b0a8b6f820479900,"₹1,299",43% off
Footox,Walking Shoes for Women | Running Shoes | Casual Shoes ...,/footox-walking-shoes-women-running-casual-gym-sport/p/itm516dc30ca2865?pid=SHOGK3G5JUZUZJWV&lid=LSTSHOGK3G5JUZUZJWVVXPOBR&marketplace=FLIPKART&q=shoes&store=osp&srno=s_2_72&otracker=search&fm=organic&iid=en_fxFwoi93gsOdp2jxwkqA0cVxLAMjPwFeoe3tFSOBs%2Fjv%2BK2VFMQSGH0%2Ft7bMvZNmRfQ6PVEFH7jD6uRGhb1ZQQ%3D%3D&ppt=None&ppn=None&ssid=iomajyd6q80000001672751103932&qH=b0a8b6f820479900,₹499,50% off
BRUTON,Trendy Sports Running Running Shoes For Men,/bruton-trendy-sports-running-shoes-men/p/itmf2e3878bc1109?pid=SHOGDZCPMP7ZRWX6&lid=LSTSHOGDZCPMP7ZRWX6DLHRHC&marketplace=FLIPKART&q=shoes&store=osp&srno=s_2_73&otracker=search&fm=organic&iid=f8a68d4e-14e4-4be3-8510-1f8e2af45e7a.SHOGDZCPMP7ZRWX6.SEARCH&ppt=None&ppn=None&ssid=iomajyd6q80000001672751103932&qH=b0a8b6f820479900,₹399,69% off
CAMPUS,OXYFIT (N) Casuals For Men,/campus-oxyfit-n-casuals-men/p/itmc85e5b033a717?pid=SHOGHG6QYRS2WPTG&lid=LSTSHOGHG6QYRS2WPTGDZNQF1&marketplace=FLIPKART&q=shoes&store=osp&srno=s_2_74&otracker=search&fm=organic&iid=f8a68d4e-14e4-4be3-8510-1f8e2af45e7a.SHOGHG6QYRS2WPTG.SEARCH&ppt=None&ppn=None&ssid=iomajyd6q80000001672751103932&qH=b0a8b6f820479900,₹719,28% off
CAMPUS,ROYCE-2 Running Shoes For Men,/campus-royce-2-running-shoes-men/p/itm1e6cfbe3931a7?pid=DHYFHFV5ACGNBFDT&lid=LSTDHYFHFV5ACGNBFDTJS73VN&marketplace=FLIPKART&q=shoes&store=osp&srno=s_2_75&otracker=search&fm=organic&iid=f8a68d4e-14e4-4be3-8510-1f8e2af45e7a.DHYFHFV5ACGNBFDT.SEARCH&ppt=None&ppn=None&ssid=iomajyd6q80000001672751103932&qH=b0a8b6f820479900,₹899,14% off
Footox,Walking Shoes for Women | Running Shoes | Casual Shoes ...,/footox-walking-shoes-women-running-casual-gym-sport/p/itm342e5d4a61d7d?pid=SHOGK3G5P9JYBNFA&lid=LSTSHOGK3G5P9JYBNFADGEIZ7&marketplace=FLIPKART&q=shoes&store=osp&srno=s_2_76&otracker=search&fm=organic&iid=en_fxFwoi93gsOdp2jxwkqA0cVxLAMjPwFeoe3tFSOBs%2Fj0oNjDjfT%2Bi9BoFB6CPHVnPheb7yN79pHZ6eltcqJyhQ%3D%3D&ppt=None&ppn=None&ssid=iomajyd6q80000001672751103932&qH=b0a8b6f820479900,₹499,50% off
BRUTON,FITMAN-102 Loafers For Men,/bruton-fitman-102-loafers-men/p/itmf6ze4ga97g93h?pid=SHOF6ZB4JDXCMZGX&lid=LSTSHOF6ZB4JDXCMZGXZQ63T0&marketplace=FLIPKART&q=shoes&store=osp&srno=s_2_77&otracker=search&fm=organic&iid=f8a68d4e-14e4-4be3-8510-1f8e2af45e7a.SHOF6ZB4JDXCMZGX.SEARCH&ppt=None&ppn=None&ssid=iomajyd6q80000001672751103932&qH=b0a8b6f820479900,₹299,76% off
aadi,Mesh| Lightweight| Premiun| Comfort| Summer Tendy| Outd...,/aadi-mesh-lightweight-premiun-comfort-summer-tendy-outdoor-running-shoes-men/p/itmb74051d22168f?pid=SHOFM2TW2SCBMZVH&lid=LSTSHOFM2TW2SCBMZVHNWCDPU&marketplace=FLIPKART&q=shoes&store=osp&srno=s_2_78&otracker=search&fm=organic&iid=f8a68d4e-14e4-4be3-8510-1f8e2af45e7a.SHOFM2TW2SCBMZVH.SEARCH&ppt=None&ppn=None&ssid=iomajyd6q80000001672751103932&qH=b0a8b6f820479900,₹449,55% off
aadi,Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Wa...,/aadi-synthetic-leather-lightweight-comfort-summer-trendy-walking-outdoor-daily-use-men/p/itmf5db43decc31b?pid=SHOGAYVWYU4ZGU2P&lid=LSTSHOGAYVWYU4ZGU2P243KKY&marketplace=FLIPKART&q=shoes&store=osp&srno=s_2_79&otracker=search&fm=organic&iid=f8a68d4e-14e4-4be3-8510-1f8e2af45e7a.SHOGAYVWYU4ZGU2P.SEARCH&ppt=None&ppn=None&ssid=iomajyd6q80000001672751103932&qH=b0a8b6f820479900,₹599,70% off
,Casuals For Men,/casuals-for-men/p/itm4aa451535a211?pid=EOEGK2DVYHHQRNZP&lid=LSTEOEGK2DVYHHQRNZPFX2GZZ&marketplace=FLIPKART&q=shoes&store=osp&srno=s_2_80&otracker=search&fm=organic&iid=en_fxFwoi93gsOdp2jxwkqA0cVxLAMjPwFeoe3tFSOBs%2Fgg0qDHmiNXezfjKrpUueQnw%2FcbmCeZxSwvAsb%2BnmrDDw%3D%3D&ppt=None&ppn=None&ssid=iomajyd6q80000001672751103932&qH=b0a8b6f820479900,₹699,17% off
CAMPUS,VIBGYOR Running Shoes For Men,/campus-vibgyor-running-shoes-men/p/itm0ae88862daa93?pid=SHOG5FRB2J7YWYRQ&lid=LSTSHOG5FRB2J7YWYRQP2Z9R8&marketplace=FLIPKART&q=shoes&store=osp&srno=s_3_81&otracker=search&fm=organic&iid=b9c6f9a6-a22e-4bfc-ac87-0fa09856448d.SHOG5FRB2J7YWYRQ.SEARCH&ppt=None&ppn=None&ssid=2wljvi662o0000001672751105004&qH=b0a8b6f820479900,"₹1,299",7% off
Nobelite,Sports Running Shoes For Men,/nobelite-sports-running-shoes-men/p/itm77049d16d456f?pid=SHOGCDKBMPV5DMHH&lid=LSTSHOGCDKBMPV5DMHHCVULDG&marketplace=FLIPKART&q=shoes&store=osp&srno=s_3_82&otracker=search&fm=organic&iid=b9c6f9a6-a22e-4bfc-ac87-0fa09856448d.SHOGCDKBMPV5DMHH.SEARCH&ppt=None&ppn=None&ssid=2wljvi662o0000001672751105004&qH=b0a8b6f820479900,₹532,62% off
Kraasa,Walking Shoes For Women,/kraasa-walking-shoes-women/p/itma8823331ea3f9?pid=SHOGFH6HXGCMBHDN&lid=LSTSHOGFH6HXGCMBHDNYLZPOY&marketplace=FLIPKART&q=shoes&store=osp&srno=s_3_83&otracker=search&fm=organic&iid=b9c6f9a6-a22e-4bfc-ac87-0fa09856448d.SHOGFH6HXGCMBHDN.SEARCH&ppt=None&ppn=None&ssid=2wljvi662o0000001672751105004&qH=b0a8b6f820479900,₹449,55% off
,casual shoes for men for boys Casuals For Men,/casual-shoes-men-boys-casuals/p/itm58c836a424675?pid=EOEG7ZZCUHT94WFR&lid=LSTEOEG7ZZCUHT94WFRXI4UHM&marketplace=FLIPKART&q=shoes&store=osp&srno=s_3_84&otracker=search&fm=organic&iid=en_s%2F1bJ9QYXGd%2F%2FwulSk8koyE4aG7bTAkNU%2BhFaDban9HcGN07LVQVhq5FJASpNQfKr3HrgiPfwOQgr%2BgNJ9CgiA%3D%3D&ppt=None&ppn=None&ssid=2wljvi662o0000001672751105004&qH=b0a8b6f820479900,₹349,65% off
asian,"Skypy-31 Walking Shoes,Training Shoes,Sneakers,Loafers,...",/asian-skypy-31-walking-shoes-training-shoes-sneakers-loafers-canvas-shoes-casual-shoes-sneakers-casuals-men/p/itmfb9fbhtp6qzea?pid=SHOEXMT2T97FDMZM&lid=LSTSHOEXMT2T97FDMZM7KNOL1&marketplace=FLIPKART&q=shoes&store=osp&srno=s_3_85&otracker=search&fm=organic&iid=b9c6f9a6-a22e-4bfc-ac87-0fa09856448d.SHOEXMT2T97FDMZM.SEARCH&ppt=None&ppn=None&ssid=2wljvi662o0000001672751105004&qH=b0a8b6f820479900,₹526,34% off
asian,Cute sports shoes for women | Running shoes for girls s...,/asian-cute-sports-shoes-women-running-girls-stylish-latest-design-new-fashion-casual-sneakers-ladies-lace-up-lightweight-pink-jogging-walking-gym-party/p/itmfgnquqjghwjzc?pid=SHOEEF3QWDM8DZAF&lid=LSTSHOEEF3QWDM8DZAFAKCUKF&marketplace=FLIPKART&q=shoes&store=osp&srno=s_3_86&otracker=search&fm=organic&iid=b9c6f9a6-a22e-4bfc-ac87-0fa09856448d.SHOEEF3QWDM8DZAF.SEARCH&ppt=None&ppn=None&ssid=2wljvi662o0000001672751105004&qH=b0a8b6f820479900,₹486,25% off
CAMPUS,OXYFIT (N) Casuals For Men,/campus-oxyfit-n-casuals-men/p/itmf9390122aadb5?pid=SHOGA49HRFJW8YQS&lid=LSTSHOGA49HRFJW8YQSKDINP3&marketplace=FLIPKART&q=shoes&store=osp&srno=s_3_87&otracker=search&fm=organic&iid=b9c6f9a6-a22e-4bfc-ac87-0fa09856448d.SHOGA49HRFJW8YQS.SEARCH&ppt=None&ppn=None&ssid=2wljvi662o0000001672751105004&qH=b0a8b6f820479900,₹749,25% off
,V V L Casuals For Men,/v-l-casuals-men/p/itm060a286fb12a0?pid=EOEGDUFVW5WACHY3&lid=LSTEOEGDUFVW5WACHY32NT8HB&marketplace=FLIPKART&q=shoes&store=osp&srno=s_3_88&otracker=search&fm=organic&iid=en_s%2F1bJ9QYXGd%2F%2FwulSk8koyE4aG7bTAkNU%2BhFaDban9EIFK9G27NXQAWpSXHQ8ozj8mcD%2FXYfUVnANL0qbSocTg%3D%3D&ppt=None&ppn=None&ssid=2wljvi662o0000001672751105004&qH=b0a8b6f820479900,₹379,62% off
CAMPUS,DRAGON Running Shoes For Men,/campus-dragon-running-shoes-men/p/itm13be355804b54?pid=SHOFGJYKCHZGBKKH&lid=LSTSHOFGJYKCHZGBKKHJGQ7EE&marketplace=FLIPKART&q=shoes&store=osp&srno=s_3_89&otracker=search&fm=organic&iid=b9c6f9a6-a22e-4bfc-ac87-0fa09856448d.SHOFGJYKCHZGBKKH.SEARCH&ppt=None&ppn=None&ssid=2wljvi662o0000001672751105004&qH=b0a8b6f820479900,"₹1,624",35% off
asian,WATERPROOF-05cFULLWHITE Walking Shoes For Men,/asian-waterproof-05cfullwhite-walking-shoes-men/p/itm030b374a7fff9?pid=SHOG6YHFSHXE43KZ&lid=LSTSHOG6YHFSHXE43KZIHE9UE&marketplace=FLIPKART&q=shoes&store=osp&srno=s_3_90&otracker=search&fm=organic&iid=b9c6f9a6-a22e-4bfc-ac87-0fa09856448d.SHOG6YHFSHXE43KZ.SEARCH&ppt=None&ppn=None&ssid=2wljvi662o0000001672751105004&qH=b0a8b6f820479900,₹599,40% off
aadi,Mesh |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor...,/aadi-mesh-lightweight-comfort-summer-trendy-walking-outdoor-daily-use-men/p/itmaa3bf24a21cae?pid=SHOFU4598ZKDAGNF&lid=LSTSHOFU4598ZKDAGNFSINOHI&marketplace=FLIPKART&q=shoes&store=osp&srno=s_3_91&otracker=search&fm=organic&iid=b9c6f9a6-a22e-4bfc-ac87-0fa09856448d.SHOFU4598ZKDAGNF.SEARCH&ppt=None&ppn=None&ssid=2wljvi662o0000001672751105004&qH=b0a8b6f820479900,₹434,56% off
Mast & Harbour,Sneakers For Men,/mast-harbour-sneakers-men/p/itmf7y69sndbjxz6?pid=SHOF7XYFHFFHVUVV&lid=LSTSHOF7XYFHFFHVUVVQ3MVEB&marketplace=FLIPKART&q=shoes&store=osp&srno=s_3_92&otracker=search&fm=organic&iid=en_s%2F1bJ9QYXGd%2F%2FwulSk8koyE4aG7bTAkNU%2BhFaDban9EjFEyOdjGER%2FRVwJxkd7LbV3uyzJNS0AMUkQ7lFvWFyw%3D%3D&ppt=None&ppn=None&ssid=2wljvi662o0000001672751105004&qH=b0a8b6f820479900,₹824,60% off
asian,Wind-04 Walking Shoes For Men,/asian-wind-04-walking-shoes-men/p/itmf666b31e33f4a?pid=SHOGEVNTPNCZFHSH&lid=LSTSHOGEVNTPNCZFHSHVAAMI7&marketplace=FLIPKART&q=shoes&store=osp&srno=s_3_93&otracker=search&fm=organic&iid=b9c6f9a6-a22e-4bfc-ac87-0fa09856448d.SHOGEVNTPNCZFHSH.SEARCH&ppt=None&ppn=None&ssid=2wljvi662o0000001672751105004&qH=b0a8b6f820479900,₹574,55% off
CAMPUS,HURRICANE Running Shoes For Men,/campus-hurricane-running-shoes-men/p/itm0ea6214ceab01?pid=SHOGB5422TFFWVYD&lid=LSTSHOGB5422TFFWVYDHPQDRJ&marketplace=FLIPKART&q=shoes&store=osp&srno=s_3_94&otracker=search&fm=organic&iid=b9c6f9a6-a22e-4bfc-ac87-0fa09856448d.SHOGB5422TFFWVYD.SEARCH&ppt=None&ppn=None&ssid=2wljvi662o0000001672751105004&qH=b0a8b6f820479900,₹899,30% off
asian,Creta-12 sports shoes for men | Latest Stylish Casual s...,/asian-creta-12-sports-shoes-men-latest-stylish-casual-sport-running-boys-lace-up-lightweight-grey-running-walking-gym-trekking-hiking-party/p/itm6f12379135c5f?pid=SHOG2JYTXHCN2TCY&lid=LSTSHOG2JYTXHCN2TCYJEPEQW&marketplace=FLIPKART&q=shoes&store=osp&srno=s_3_95&otracker=search&fm=organic&iid=b9c6f9a6-a22e-4bfc-ac87-0fa09856448d.SHOG2JYTXHCN2TCY.SEARCH&ppt=None&ppn=None&ssid=2wljvi662o0000001672751105004&qH=b0a8b6f820479900,₹693,46% off
,"Casual Running Sports Shoes For Women , Black(Art-1161-...",/casual-running-sports-shoes-women-black-art-1161-women-black-casuals/p/itmd2b9382611a3f?pid=EOEGJ9NVSRJY3JX3&lid=LSTEOEGJ9NVSRJY3JX3PVFXZK&marketplace=FLIPKART&q=shoes&store=osp&srno=s_3_96&otracker=search&fm=organic&iid=en_s%2F1bJ9QYXGd%2F%2FwulSk8koyE4aG7bTAkNU%2BhFaDban9ESYi91cEcthYQxLzSI4ap7ZyEpCv2ZiZEvJ9SXAn6Kyw%3D%3D&ppt=None&ppn=None&ssid=2wljvi662o0000001672751105004&qH=b0a8b6f820479900,₹366,63% off
Sparx,Men White Sneakers Sneakers For Men,/sparx-men-white-sneakers/p/itm1496d731e4c41?pid=SHOFBJ22ZMGGNGFV&lid=LSTSHOFBJ22ZMGGNGFVLQSKFX&marketplace=FLIPKART&q=shoes&store=osp&srno=s_3_97&otracker=search&fm=organic&iid=b9c6f9a6-a22e-4bfc-ac87-0fa09856448d.SHOFBJ22ZMGGNGFV.SEARCH&ppt=None&ppn=None&ssid=2wljvi662o0000001672751105004&qH=b0a8b6f820479900,₹719,20% off
asian,"Cosko Sports Shoes,Running Shoes,Walking Shoes,Training...",/asian-cosko-sports-shoes-running-shoes-walking-shoes-training-shoes-men/p/itmfdnf5cuy8crkh?pid=SHOF78HRPADYMJYA&lid=LSTSHOF78HRPADYMJYAFPUS3L&marketplace=FLIPKART&q=shoes&store=osp&spotlightTagId=BestvalueId_osp&srno=s_3_98&otracker=search&fm=organic&iid=b9c6f9a6-a22e-4bfc-ac87-0fa09856448d.SHOF78HRPADYMJYA.SEARCH&ppt=None&ppn=None&ssid=2wljvi662o0000001672751105004&qH=b0a8b6f820479900,₹450,54% off
