brand,description,link,price,discount
ADIDAS,CriNu Cricket Shoes For Men,/adidas-crinu-cricket-shoes-men/p/itm67c59723cbd9e?pid=SHOGEH3NR4ZZZMPK&lid=LSTSHOGEH3NR4ZZZMPKF91TMH&marketplace=FLIPKART&q=shoes&store=osp&srno=s_7_247&otracker=search&fm=organic&iid=757dbc61-e9ba-4cc1-81e1-69d83c629790.SHOGEH3NR4ZZZMPK.SEARCH&ppt=None&ppn=None&ssid=gomj2y7h680000001672751109531&qH=b0a8b6f820479900,"₹2,278",47% off
Mast & Harbour,Sneakers For Men,/mast-harbour-sneakers-men/p/itmf7y69sndbjxz6?pid=SHOF7XYFHFFHVUVV&lid=LSTSHOF7XYFHFFHVUVVQ3MVEB&marketplace=FLIPKART&q=shoes&store=osp&srno=s_7_248&otracker=search&fm=organic&iid=en_1qiQlKzij1dcS5mzs4Y8Omvb3QWw7HuPsHHMd0znzm8ToKTvXCHA69mX0aCC4CjqV3uyzJNS0AMUkQ7lFvWFyw%3D%3D&ppt=None&ppn=None&ssid=gomj2y7h680000001672751109531&qH=b0a8b6f820479900,₹824,60% off
CAMPUS,OXYFIT (N) Casuals For Men,/campus-oxyfit-n-casuals-men/p/itm02e69985d9767?pid=SHOGG36H63KYDFBU&lid=LSTSHOGG36H63KYDFBU5TLUEZ&marketplace=FLIPKART&q=shoes&store=osp&srno=s_7_249&otracker=search&fm=organic&iid=757dbc61-e9ba-4cc1-81e1-69d83c629790.SHOGG36H63KYDFBU.SEARCH&ppt=None&ppn=None&ssid=gomj2y7h680000001672751109531&qH=b0a8b6f820479900,₹719,28% off
CAMPUS,Remo Running Shoes For Men,/campus-remo-running-shoes-men/p/itma9cfa74f00a43?pid=SHOFPEREE6SHPHCJ&lid=LSTSHOFPEREE6SHPHCJZI7TVB&marketplace=FLIPKART&q=shoes&store=osp&srno=s_7_250&otracker=search&fm=organic&iid=757dbc61-e9ba-4cc1-81e1-69d83c629790.SHOFPEREE6SHPHCJ.SEARCH&ppt=None&ppn=None&ssid=gomj2y7h680000001672751109531&qH=b0a8b6f820479900,"₹1,047",38% off
CAMPUS,REE-FLECT (N) Running Shoes For Men,/campus-ree-flect-n-running-shoes-men/p/itmf130e7f7ec514?pid=SHOG2GV5USPGZNH3&lid=LSTSHOG2GV5USPGZNH3FOL6B3&marketplace=FLIPKART&q=shoes&store=osp&srno=s_7_251&otracker=search&fm=organic&iid=757dbc61-e9ba-4cc1-81e1-69d83c629790.SHOG2GV5USPGZNH3.SEARCH&ppt=None&ppn=None&ssid=gomj2y7h680000001672751109531&qH=b0a8b6f820479900,"₹3,299",5% off
,Women Shoes Slip On For Women,/women-shoes-slip/p/itmc9c697842e8cc?pid=EOEGKSZ4UFTU75SP&lid=LSTEOEGKSZ4UFTU75SP2YOV2M&marketplace=FLIPKART&q=shoes&store=osp&srno=s_7_252&otracker=search&fm=organic&iid=en_1qiQlKzij1dcS5mzs4Y8Omvb3QWw7HuPsHHMd0znzm8qsAcEsj2ehP9ZfhQcgWvQy7v9yt53L4AOOc07qqBt1g%3D%3D&ppt=None&ppn=None&ssid=gomj2y7h680000001672751109531&qH=b0a8b6f820479900,₹375,62% off
aadi,Synthetic |Lightweight|Comfort|Summer|Trendy|Walking|Ou...,/aadi-synthetic-lightweight-comfort-summer-trendy-walking-outdoor-daily-use-boots-men/p/itm84318304c045a?pid=SHOFGGXX7CGG7AXV&lid=LSTSHOFGGXX7CGG7AXVM89HZU&marketplace=FLIPKART&q=shoes&store=osp&srno=s_7_253&otracker=search&fm=organic&iid=757dbc61-e9ba-4cc1-81e1-69d83c629790.SHOFGGXX7CGG7AXV.SEARCH&ppt=None&ppn=None&ssid=gomj2y7h680000001672751109531&qH=b0a8b6f820479900,₹521,47% off
CAMPUS,SIMBA PRO Running Shoes For Men,/campus-simba-pro-running-shoes-men/p/itmd17aff87e2efb?pid=SHOFY8ZUKXGXBSGA&lid=LSTSHOFY8ZUKXGXBSGADKWA7R&marketplace=FLIPKART&q=shoes&store=osp&srno=s_7_254&otracker=search&fm=organic&iid=757dbc61-e9ba-4cc1-81e1-69d83c629790.SHOFY8ZUKXGXBSGA.SEARCH&ppt=None&ppn=None&ssid=gomj2y7h680000001672751109531&qH=b0a8b6f820479900,"₹1,039",35% off
BERSACHE,Shoes For Mens Combo ( Multicolor-Pack of 3) Sneakers F...,/bersache-shoes-mens-combo-multicolor-pack-3-sneakers-men/p/itmbbddb9d11be2c?pid=SHOFYZDCXSZUDFKJ&lid=LSTSHOFYZDCXSZUDFKJBFVWLQ&marketplace=FLIPKART&q=shoes&store=osp&srno=s_7_255&otracker=search&fm=organic&iid=757dbc61-e9ba-4cc1-81e1-69d83c629790.SHOFYZDCXSZUDFKJ.SEARCH&ppt=None&ppn=None&ssid=gomj2y7h680000001672751109531&qH=b0a8b6f820479900,₹795,46% off
Footox,Walking Shoes for Men | Running Shoes | Casual Shoes | ...,/footox-walking-shoes-men-running-casual-gym-sport-casuals/p/itmda0c710986847?pid=SHOGHKG2PEAZAHFA&lid=LSTSHOGHKG2PEAZAHFAKIXDVT&marketplace=FLIPKART&q=shoes&store=osp&srno=s_7_256&otracker=search&fm=organic&iid=en_1qiQlKzij1dcS5mzs4Y8Omvb3QWw7HuPsHHMd0znzm8GVO5%2FLezmwTFe3gTVEbwnUxQdUi4lWrg5ikdeBPQxsQ%3D%3D&ppt=None&ppn=None&ssid=gomj2y7h680000001672751109531&qH=b0a8b6f820479900,₹466,53% off
asian,wndr-13 sports shoes for men | Latest Stylish Casual sp...,/asian-wndr-13-sports-shoes-men-latest-stylish-casual-sport-running-boys-lace-up-lightweight-black-running-walking-gym-trekking-hiking-party-running/p/itmfd9fjf3z8grtb?pid=SHOF3KF52EHGQZX2&lid=LSTSHOF3KF52EHGQZX2NHRWNR&marketplace=FLIPKART&q=shoes&store=osp&srno=s_7_257&otracker=search&fm=organic&iid=757dbc61-e9ba-4cc1-81e1-69d83c629790.SHOF3KF52EHGQZX2.SEARCH&ppt=None&ppn=None&ssid=gomj2y7h680000001672751109531&qH=b0a8b6f820479900,₹499,28% off
asian,"Wndr,Cosko-13 Full Black Boys School Shoes,Running Shoe...",/asian-wndr-cosko-13-full-black-boys-school-shoes-running-shoes-walking-shoes-sports-shoes-gym-shoes-running-men/p/itm07d046960183a?pid=SHOFGBK8VZKX35UF&lid=LSTSHOFGBK8VZKX35UFHXHWXL&marketplace=FLIPKART&q=shoes&store=osp&srno=s_7_258&otracker=search&fm=organic&iid=757dbc61-e9ba-4cc1-81e1-69d83c629790.SHOFGBK8VZKX35UF.SEARCH&ppt=None&ppn=None&ssid=gomj2y7h680000001672751109531&qH=b0a8b6f820479900,₹549,45% off
CAMPUS,DRAGON Running Shoes For Men,/campus-dragon-running-shoes-men/p/itm12e838528fcbf?pid=SHOFGJYKBMX3GV6G&lid=LSTSHOFGJYKBMX3GV6GTNHQHF&marketplace=FLIPKART&q=shoes&store=osp&srno=s_7_259&otracker=search&fm=organic&iid=757dbc61-e9ba-4cc1-81e1-69d83c629790.SHOFGJYKBMX3GV6G.SEARCH&ppt=None&ppn=None&ssid=gomj2y7h680000001672751109531&qH=b0a8b6f820479900,"₹1,624",35% off
,casual shoes for men for boys Casuals For Men,/casual-shoes-men-boys-casuals/p/itm58c836a424675?pid=EOEG7ZZCUHT94WFR&lid=LSTEOEG7ZZCUHT94WFRXI4UHM&marketplace=FLIPKART&q=shoes&store=osp&srno=s_7_260&otracker=search&fm=organic&iid=en_1qiQlKzij1dcS5mzs4Y8Omvb3QWw7HuPsHHMd0znzm%2FfEv46KGkn9G6SseqvJK3Ur3HrgiPfwOQgr%2BgNJ9CgiA%3D%3D&ppt=None&ppn=None&ssid=gomj2y7h680000001672751109531&qH=b0a8b6f820479900,₹349,65% off
Kraasa,Loafers For Men,/kraasa-loafers-men/p/itmb4683ce0a1697?pid=SHOGF2S9RHJAUVHG&lid=LSTSHOGF2S9RHJAUVHG7OJHYL&marketplace=FLIPKART&q=shoes&store=osp&srno=s_7_261&otracker=search&fm=organic&iid=757dbc61-e9ba-4cc1-81e1-69d83c629790.SHOGF2S9RHJAUVHG.SEARCH&ppt=None&ppn=None&ssid=gomj2y7h680000001672751109531&qH=b0a8b6f820479900,₹499,50% off
aadi,Mesh |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor...,/aadi-mesh-lightweight-comfort-summer-trendy-walking-outdoor-daily-use-running-shoes-men/p/itm88931f627f803?pid=SHOFNPY9VWGBWGRU&lid=LSTSHOFNPY9VWGBWGRUPNRF6H&marketplace=FLIPKART&q=shoes&store=osp&srno=s_7_262&otracker=search&fm=organic&iid=757dbc61-e9ba-4cc1-81e1-69d83c629790.SHOFNPY9VWGBWGRU.SEARCH&ppt=None&ppn=None&ssid=gomj2y7h680000001672751109531&qH=b0a8b6f820479900,₹459,54% off
asian,Walking Shoes For Men,/asian-walking-shoes-men/p/itma5e44b2d9e4ab?pid=SHOG6F8NJ6RJY8XP&lid=LSTSHOG6F8NJ6RJY8XPSDTML7&marketplace=FLIPKART&q=shoes&store=osp&srno=s_7_263&otracker=search&fm=organic&iid=757dbc61-e9ba-4cc1-81e1-69d83c629790.SHOG6F8NJ6RJY8XP.SEARCH&ppt=None&ppn=None&ssid=gomj2y7h680000001672751109531&qH=b0a8b6f820479900,₹524,25% off
,Sneakers For Men,/sneakers-for-men/p/itm27260479e673e?pid=EOEGJAKY3DP3CAKV&lid=LSTEOEGJAKY3DP3CAKV6QUAMS&marketplace=FLIPKART&q=shoes&store=osp&srno=s_7_264&otracker=search&fm=organic&iid=en_1qiQlKzij1dcS5mzs4Y8Omvb3QWw7HuPsHHMd0znzm%2BnlOeZuNY6dqc%2BdoYzF2%2FDlpm4o3nuzsPqgAY7IsFQ9g%3D%3D&ppt=None&ppn=None&ssid=gomj2y7h680000001672751109531&qH=b0a8b6f820479900,₹349,65% off
asian,Airsocks-12 sports shoes for men | Latest Stylish Casua...,/asian-airsocks-12-sports-shoes-men-latest-stylish-casual-sport-maroon-running-boys-lace-up-high-top-sock-running-walking-gym-trekking-party-walking/p/itmb3a321b6608de?pid=SHOFJY4YUFEEQ7JD&lid=LSTSHOFJY4YUFEEQ7JD8CG4AN&marketplace=FLIPKART&q=shoes&store=osp&srno=s_7_265&otracker=search&fm=organic&iid=757dbc61-e9ba-4cc1-81e1-69d83c629790.SHOFJY4YUFEEQ7JD.SEARCH&ppt=None&ppn=None&ssid=gomj2y7h680000001672751109531&qH=b0a8b6f820479900,₹547,63% off
ADIDAS,Axelate M Running Shoes For Men,/adidas-axelate-m-running-shoes-men/p/itmc4ed5db5e57d7?pid=SHOGEH3NDZGDRSVR&lid=LSTSHOGEH3NDZGDRSVRNI5QHX&marketplace=FLIPKART&q=shoes&store=osp&srno=s_7_266&otracker=search&fm=organic&iid=757dbc61-e9ba-4cc1-81e1-69d83c629790.SHOGEH3NDZGDRSVR.SEARCH&ppt=None&ppn=None&ssid=gomj2y7h680000001672751109531&qH=b0a8b6f820479900,"₹2,378",44% off
Bata,Walking Shoes For Men,/bata-walking-shoes-men/p/itmaca8733f2c02f?pid=SHOGDGMMAPZXZUQ2&lid=LSTSHOGDGMMAPZXZUQ2OVXX9I&marketplace=FLIPKART&q=shoes&store=osp&srno=s_7_267&otracker=search&fm=organic&iid=757dbc61-e9ba-4cc1-81e1-69d83c629790.SHOGDGMMAPZXZUQ2.SEARCH&ppt=None&ppn=None&ssid=gomj2y7h680000001672751109531&qH=b0a8b6f820479900,₹449,25% off
,Classic Party Wear Formal Shoes Party Wear For Men,/classic-party-wear-formal-shoes-men/p/itm6f63db902724c?pid=EOEGGHGW326SFD3P&lid=LSTEOEGGHGW326SFD3PYCHGKE&marketplace=FLIPKART&q=shoes&store=osp&srno=s_7_268&otracker=search&fm=organic&iid=en_1qiQlKzij1dcS5mzs4Y8Omvb3QWw7HuPsHHMd0znzm82D6s9WPLgC9xXO%2B8C9kLIhIhezDPkVOV2M0DjeHpvDg%3D%3D&ppt=None&ppn=None&ssid=gomj2y7h680000001672751109531&qH=b0a8b6f820479900,₹402,59% off
PUMA,Jaunt Walking Shoes For Men,/puma-jaunt-walking-shoes-men/p/itmfhus6z6bvmtqf?pid=SHOFHUR6VWAKGVXF&lid=LSTSHOFHUR6VWAKGVXFE35AHK&marketplace=FLIPKART&q=shoes&store=osp&srno=s_7_269&otracker=search&fm=organic&iid=757dbc61-e9ba-4cc1-81e1-69d83c629790.SHOFHUR6VWAKGVXF.SEARCH&ppt=None&ppn=None&ssid=gomj2y7h680000001672751109531&qH=b0a8b6f820479900,"₹1,919",52% off
K ' Footlance,Running Shoes For Men,/k-footlance-running-shoes-men/p/itm915cf5745ff72?pid=SHOG4NRTGFT22MCH&lid=LSTSHOG4NRTGFT22MCHNDHPRB&marketplace=FLIPKART&q=shoes&store=osp&srno=s_7_270&otracker=search&fm=organic&iid=757dbc61-e9ba-4cc1-81e1-69d83c629790.SHOG4NRTGFT22MCH.SEARCH&ppt=None&ppn=None&ssid=gomj2y7h680000001672751109531&qH=b0a8b6f820479900,₹399,60% off
BERSACHE,"Top Rated,Training Shoes,Walking Shoes,Gym Shoes ,Sport...",/bersache-top-rated-training-shoes-walking-shoes-gym-shoes-sports-shoes-running-men-cricket-shoes-hocket-shoes-vollyboll-shoes-hiking-shoes-casual-shoes-football-badminton-shoes-basketball-trekking-shoes-juta-tennis-shoe-light-weight-comfortable-men-s-boy-s-men/p/itmea2299c2db696?pid=SHOFGP2FYCPZ5HTH&lid=LSTSHOFGP2FYCPZ5HTH5RCZKA&marketplace=FLIPKART&q=shoes&store=osp&srno=s_7_271&otracker=search&fm=organic&iid=757dbc61-e9ba-4cc1-81e1-69d83c629790.SHOFGP2FYCPZ5HTH.SEARCH&ppt=None&ppn=None&ssid=gomj2y7h680000001672751109531&qH=b0a8b6f820479900,₹483,3% off
John Karsun,Oxford Oxford For Men,/john-karsun-oxford-men/p/itmf5ahcs6bbuhxs?pid=SHOF5ACRCNNQVAZE&lid=LSTSHOF5ACRCNNQVAZE8ZFVSR&marketplace=FLIPKART&q=shoes&store=osp&srno=s_7_272&otracker=search&fm=organic&iid=en_1qiQlKzij1dcS5mzs4Y8Omvb3QWw7HuPsHHMd0znzm%2FIjIKsxZv%2BKN%2FZMadw%2Bvyx4qtrC%2B5wXca95cLLGtcETA%3D%3D&ppt=None&ppn=None&ssid=gomj2y7h680000001672751109531&qH=b0a8b6f820479900,₹709,76% off
CAMPUS,BRAZIL Running Shoes For Men,/campus-brazil-running-shoes-men/p/itmde5c8ef1c9848?pid=SHOFY8GFPDHGHYZM&lid=LSTSHOFY8GFPDHGHYZMCAVOYP&marketplace=FLIPKART&q=shoes&store=osp&srno=s_7_273&otracker=search&fm=organic&iid=757dbc61-e9ba-4cc1-81e1-69d83c629790.SHOFY8GFPDHGHYZM.SEARCH&ppt=None&ppn=None&ssid=gomj2y7h680000001672751109531&qH=b0a8b6f820479900,"₹1,039",35% off
ADIDAS,Vertago W Running Shoes For Women,/adidas-vertago-w-running-shoes-women/p/itm23c4bd45aba3a?pid=SHOG9XNYVFEGEQ82&lid=LSTSHOG9XNYVFEGEQ82XWCJQA&marketplace=FLIPKART&q=shoes&store=osp&srno=s_7_274&otracker=search&fm=organic&iid=757dbc61-e9ba-4cc1-81e1-69d83c629790.SHOG9XNYVFEGEQ82.SEARCH&ppt=None&ppn=None&ssid=gomj2y7h680000001672751109531&qH=b0a8b6f820479900,"₹1,567",47% off
PUMA,Softride Clean V2 Walking Shoes For Men,/puma-softride-clean-v2-walking-shoes-men/p/itmf1b09d3eee3d6?pid=SHOFZG4FMBYBUAF5&lid=LSTSHOFZG4FMBYBUAF5QT9BOI&marketplace=FLIPKART&q=shoes&store=osp&srno=s_7_275&otracker=search&fm=organic&iid=757dbc61-e9ba-4cc1-81e1-69d83c629790.SHOFZG4FMBYBUAF5.SEARCH&ppt=None&ppn=None&ssid=gomj2y7h680000001672751109531&qH=b0a8b6f820479900,"₹2,472",50% off
Footox,Walking Shoes for Women | Running Shoes | Casual Shoes ...,/footox-walking-shoes-women-running-casual-gym-sport/p/itm342e5d4a61d7d?pid=SHOGK3G5P9JYBNFA&lid=LSTSHOGK3G5P9JYBNFADGEIZ7&marketplace=FLIPKART&q=shoes&store=osp&srno=s_7_276&otracker=search&fm=organic&iid=en_1qiQlKzij1dcS5mzs4Y8Omvb3QWw7HuPsHHMd0znzm8y1cC%2BWeCMZO7KavDvYI3CPheb7yN79pHZ6eltcqJyhQ%3D%3D&ppt=None&ppn=None&ssid=gomj2y7h680000001672751109531&qH=b0a8b6f820479900,₹499,50% off
Kzaara,Lace Up For Men,/kzaara-lace-up-men/p/itmf3xy5utjyermx?pid=SHOF36SFJMVCZFHG&lid=LSTSHOF36SFJMVCZFHG4HAIWP&marketplace=FLIPKART&q=shoes&store=osp&srno=s_7_277&otracker=search&fm=organic&iid=757dbc61-e9ba-4cc1-81e1-69d83c629790.SHOF36SFJMVCZFHG.SEARCH&ppt=None&ppn=None&ssid=gomj2y7h680000001672751109531&qH=b0a8b6f820479900,₹418,58% off
WOODLAND,Corporate Casuals For Men,/woodland-corporate-casuals-men/p/itmfbk4ynmemxweg?pid=SHOFBK4YZHVT3KYV&lid=LSTSHOFBK4YZHVT3KYVEKCWNN&marketplace=FLIPKART&q=shoes&store=osp&srno=s_7_278&otracker=search&fm=organic&iid=757dbc61-e9ba-4cc1-81e1-69d83c629790.SHOFBK4YZHVT3KYV.SEARCH&ppt=None&ppn=None&ssid=gomj2y7h680000001672751109531&qH=b0a8b6f820479900,"₹1,647",50% off
K' Footlance,Fashion and Stylish Soft Ultralight Lace Up Sneakers Ca...,/k-footlance-fashion-stylish-soft-ultralight-lace-up-sneakers-causal-shoes-men/p/itm52b68a1f08855?pid=SHOFYYA5Y4FE88GG&lid=LSTSHOFYYA5Y4FE88GGWRDIYY&marketplace=FLIPKART&q=shoes&store=osp&srno=s_7_279&otracker=search&fm=organic&iid=757dbc61-e9ba-4cc1-81e1-69d83c629790.SHOFYYA5Y4FE88GG.SEARCH&ppt=None&ppn=None&ssid=gomj2y7h680000001672751109531&qH=b0a8b6f820479900,₹499,50% off
Footox,Walking Shoes for Women | Running Shoes | Casual Shoes ...,/footox-walking-shoes-women-running-casual-gym-sport/p/itm516dc30ca2865?pid=SHOGK3G5JUZUZJWV&lid=LSTSHOGK3G5JUZUZJWVVXPOBR&marketplace=FLIPKART&q=shoes&store=osp&srno=s_7_280&otracker=search&fm=organic&iid=en_1qiQlKzij1dcS5mzs4Y8Omvb3QWw7HuPsHHMd0znzm%2FVaVWEUdT9pQlC1UIpMR7qgawWQFnDCSEADS7t68zI7A%3D%3D&ppt=None&ppn=None&ssid=gomj2y7h680000001672751109531&qH=b0a8b6f820479900,₹499,50% off
ADIDAS,Vertago W Running Shoes For Women,/adidas-vertago-w-running-shoes-women/p/itm23c4bd45aba3a?pid=SHOG9XNYVFEGEQ82&lid=LSTSHOG9XNYVFEGEQ82XWCJQA&marketplace=FLIPKART&q=shoes&store=osp&srno=s_8_281&otracker=search&fm=organic&iid=dceb57aa-5bae-46eb-9308-7a720a7230f9.SHOG9XNYVFEGEQ82.SEARCH&ppt=None&ppn=None&ssid=pe3oamo1ww0000001672751110653&qH=b0a8b6f820479900,"₹1,567",47% off
SHOEDE,Loafers for mens Loafers For Men,/shoede-loafers-mens-men/p/itm67d7d43ad492a?pid=SHOGGFHUDH2ZZHAK&lid=LSTSHOGGFHUDH2ZZHAKMXRASV&marketplace=FLIPKART&q=shoes&store=osp&srno=s_8_282&otracker=search&fm=organic&iid=dceb57aa-5bae-46eb-9308-7a720a7230f9.SHOGGFHUDH2ZZHAK.SEARCH&ppt=None&ppn=None&ssid=pe3oamo1ww0000001672751110653&qH=b0a8b6f820479900,₹499,66% off
Kzaara,Lace Up For Men,/kzaara-lace-up-men/p/itmf3xy5utjyermx?pid=SHOF36SFJMVCZFHG&lid=LSTSHOF36SFJMVCZFHG4HAIWP&marketplace=FLIPKART&q=shoes&store=osp&srno=s_8_283&otracker=search&fm=organic&iid=dceb57aa-5bae-46eb-9308-7a720a7230f9.SHOF36SFJMVCZFHG.SEARCH&ppt=None&ppn=None&ssid=pe3oamo1ww0000001672751110653&qH=b0a8b6f820479900,₹418,58% off
Footox,Walking Shoes for Women | Running Shoes | Casual Shoes ...,/footox-walking-shoes-women-running-casual-gym-sport/p/itm6a12712f4b658?pid=SHOGJTCDHYUXHKYB&lid=LSTSHOGJTCDHYUXHKYBRHBQET&marketplace=FLIPKART&q=shoes&store=osp&srno=s_8_284&otracker=search&fm=organic&iid=en_8qZ0Aj7n%2Ft1txWhiWotNcgPA7txsa5pH2nrhGnHMfWKeVq4HEplwWUFnzDZCFPWnkD2vAIhvBFd1ZeoKUxEbww%3D%3D&ppt=None&ppn=None&ssid=pe3oamo1ww0000001672751110653&qH=b0a8b6f820479900,₹499,50% off
asian,"Bouncer-01 Firozi Sports,Casual,Walking,Gym,Stylish For...",/asian-bouncer-01-firozi-sports-casual-walking-gym-stylish-men/p/itm6868d40f6812b?pid=SHOGGGPZBPXNKBMC&lid=LSTSHOGGGPZBPXNKBMCJQO13Z&marketplace=FLIPKART&q=shoes&store=osp&srno=s_8_285&otracker=search&fm=organic&iid=dceb57aa-5bae-46eb-9308-7a720a7230f9.SHOGGGPZBPXNKBMC.SEARCH&ppt=None&ppn=None&ssid=pe3oamo1ww0000001672751110653&qH=b0a8b6f820479900,₹599,40% off
bacca bucci,Mens Ultraforce Mid-top Athletic-Inspired Retro Fashion...,/bacca-bucci-mens-ultraforce-mid-top-athletic-inspired-retro-fashion-casual-outdoor-sneakers-men/p/itm38fab78f08a29?pid=SHOFTFRCGURR8MVJ&lid=LSTSHOFTFRCGURR8MVJQDQFO9&marketplace=FLIPKART&q=shoes&store=osp&srno=s_8_286&otracker=search&fm=organic&iid=dceb57aa-5bae-46eb-9308-7a720a7230f9.SHOFTFRCGURR8MVJ.SEARCH&ppt=None&ppn=None&ssid=pe3oamo1ww0000001672751110653&qH=b0a8b6f820479900,"₹1,199",52% off
PUMA,Puma Buzz Casuals For Men,/puma-buzz-casuals-men/p/itm5bdec536da33e?pid=SHOGGEYGPJDCHVTP&lid=LSTSHOGGEYGPJDCHVTP8QTCOQ&marketplace=FLIPKART&q=shoes&store=osp&srno=s_8_287&otracker=search&fm=organic&iid=dceb57aa-5bae-46eb-9308-7a720a7230f9.SHOGGEYGPJDCHVTP.SEARCH&ppt=None&ppn=None&ssid=pe3oamo1ww0000001672751110653&qH=b0a8b6f820479900,"₹1,699",62% off
Mast & Harbour,Sneakers For Men,/mast-harbour-sneakers-men/p/itmf7y69sndbjxz6?pid=SHOF7XYFHFFHVUVV&lid=LSTSHOF7XYFHFFHVUVVQ3MVEB&marketplace=FLIPKART&q=shoes&store=osp&srno=s_8_288&otracker=search&fm=organic&iid=en_8qZ0Aj7n%2Ft1txWhiWotNcgPA7txsa5pH2nrhGnHMfWKrX1F2tfUUV5HLmyKjOR16V3uyzJNS0AMUkQ7lFvWFyw%3D%3D&ppt=None&ppn=None&ssid=pe3oamo1ww0000001672751110653&qH=b0a8b6f820479900,₹824,60% off
ADIDAS,Axelate M Running Shoes For Men,/adidas-axelate-m-running-shoes-men/p/itmc4ed5db5e57d7?pid=SHOGEH3NDZGDRSVR&lid=LSTSHOGEH3NDZGDRSVRNI5QHX&marketplace=FLIPKART&q=shoes&store=osp&srno=s_8_289&otracker=search&fm=organic&iid=dceb57aa-5bae-46eb-9308-7a720a7230f9.SHOGEH3NDZGDRSVR.SEARCH&ppt=None&ppn=None&ssid=pe3oamo1ww0000001672751110653&qH=b0a8b6f820479900,"₹2,378",44% off
CAMPUS,HURRICANE Running Shoes For Men,/campus-hurricane-running-shoes-men/p/itm2f045a1c43285?pid=SHOG6BNGFMFT9VC5&lid=LSTSHOG6BNGFMFT9VC5IXN2Z9&marketplace=FLIPKART&q=shoes&store=osp&srno=s_8_290&otracker=search&fm=organic&iid=dceb57aa-5bae-46eb-9308-7a720a7230f9.SHOG6BNGFMFT9VC5.SEARCH&ppt=None&ppn=None&ssid=pe3oamo1ww0000001672751110653&qH=b0a8b6f820479900,₹999,23% off
Bata,For Men,/bata-for-men/p/itm05e78c8474bf2?pid=SHOGD397GEPXYQS9&lid=LSTSHOGD397GEPXYQS9BNUKHJ&marketplace=FLIPKART&q=shoes&store=osp&srno=s_8_291&otracker=search&fm=organic&iid=dceb57aa-5bae-46eb-9308-7a720a7230f9.SHOGD397GEPXYQS9.SEARCH&ppt=None&ppn=None&ssid=pe3oamo1ww0000001672751110653&qH=b0a8b6f820479900,₹839,30% off
,casual shoes for men for boys Casuals For Men,/casual-shoes-men-boys-casuals/p/itm58c836a424675?pid=EOEG7ZZCUHT94WFR&lid=LSTEOEG7ZZCUHT94WFRXI4UHM&marketplace=FLIPKART&q=shoes&store=osp&srno=s_8_292&otracker=search&fm=organic&iid=en_8qZ0Aj7n%2Ft1txWhiWotNcgPA7txsa5pH2nrhGnHMfWL%2F7%2F85YUTXy8vghPDs36ahr3HrgiPfwOQgr%2BgNJ9CgiA%3D%3D&ppt=None&ppn=None&ssid=pe3oamo1ww0000001672751110653&qH=b0a8b6f820479900,₹349,65% off
asian,Wndr-13 sports shoes for men | Latest Stylish Casual sp...,/asian-wndr-13-sports-shoes-men-latest-stylish-casual-sport-running-boys-lace-up-lightweight-silver-running-walking-gym-trekking-hiking-party/p/itmfe37fvammuusy?pid=SHOF8ABMPGRHNUSH&lid=LSTSHOF8ABMPGRHNUSHW4H2XN&marketplace=FLIPKART&q=shoes&store=osp&srno=s_8_293&otracker=search&fm=organic&iid=dceb57aa-5bae-46eb-9308-7a720a7230f9.SHOF8ABMPGRHNUSH.SEARCH&ppt=None&ppn=None&ssid=pe3oamo1ww0000001672751110653&qH=b0a8b6f820479900,₹524,25% off
asian,wndr-13 sports shoes for men | Latest Stylish Casual sp...,/asian-wndr-13-sports-shoes-men-latest-stylish-casual-sport-running-boys-lace-up-lightweight-black-running-walking-gym-trekking-hiking-party-running/p/itmfd9fjf3z8grtb?pid=SHOF3KF52EHGQZX2&lid=LSTSHOF3KF52EHGQZX2NHRWNR&marketplace=FLIPKART&q=shoes&store=osp&srno=s_8_294&otracker=search&fm=organic&iid=dceb57aa-5bae-46eb-9308-7a720a7230f9.SHOF3KF52EHGQZX2.SEARCH&ppt=None&ppn=None&ssid=pe3oamo1ww0000001672751110653&qH=b0a8b6f820479900,₹499,28% off
Kraasa,Sneakers For Women,/kraasa-sneakers-women/p/itm2e2a1c7406975?pid=SHOGEXNMFXZZNXFX&lid=LSTSHOGEXNMFXZZNXFXVNKAJX&marketplace=FLIPKART&q=shoes&store=osp&srno=s_8_295&otracker=search&fm=organic&iid=dceb57aa-5bae-46eb-9308-7a720a7230f9.SHOGEXNMFXZZNXFX.SEARCH&ppt=None&ppn=None&ssid=pe3oamo1ww0000001672751110653&qH=b0a8b6f820479900,₹499,50% off
,Sneakers For Men,/sneakers-for-men/p/itm27260479e673e?pid=EOEGJAKY3DP3CAKV&lid=LSTEOEGJAKY3DP3CAKV6QUAMS&marketplace=FLIPKART&q=shoes&store=osp&srno=s_8_296&otracker=search&fm=organic&iid=en_8qZ0Aj7n%2Ft1txWhiWotNcgPA7txsa5pH2nrhGnHMfWIBtKfoEA2KneJ6X8gROU8olpm4o3nuzsPqgAY7IsFQ9g%3D%3D&ppt=None&ppn=None&ssid=pe3oamo1ww0000001672751110653&qH=b0a8b6f820479900,₹349,65% off
